region,time,air_freight_loaded,air_freight_unloaded,air_passengers_arrived,air_passengers_departed,area,tourist_arrivals,hospital_stay,broadband_access,death_rate_all,death_rate_hiv,death_rate_influenza,death_rate_tb,death_rate_viralhepatitis,disposable_income,gdp_per_inhabitant,medical_doctors,nurses_midwives,Available beds in hospitals (HP.1),curative_care_beds,longterm_care_beds,other_beds,psychiatric_care_beds,rehabilitative_care_beds,internet_contact_authorities,length_electrified_railway,length_motorways,length_other_roads,length_large_railway,length_railway,maritime_freight_loaded,maritime_freight_unloaded,maritime_passengers_disembarked,maritime_passengers_embarked,median_age,lower_education,tertiary_education,higher_education,population_density,population_numbers,risk_of_poverty_or_social_exclusion
Lazio,1999,,,,,17232.0,,,,,,,,,,,39925.0,,32950.0,29477.0,3473.0,0.0,2438.0,,,962.0,478.0,9527.0,710.0,1120.0,3328.0,13294.0,1800.0,1640.0,39.8,,,,303.7,5125728.0,
Liguria,1999,,,,,5416.0,2312277.0,,,,,,,,,,11813.0,,8513.0,8513.0,0.0,0.0,259.0,,,478.0,374.0,3676.0,303.0,506.0,16899.0,53973.0,1453.0,1323.0,46.9,,,,298.9,1597964.0,
Lombardia,1999,,,,,23864.0,4245371.0,,,,,,,,,,48905.0,,46099.0,45702.0,397.0,0.0,1130.0,,,1320.0,560.0,12082.0,610.0,1587.0,,,,,40.7,,,,392.9,8944601.0,
Marche,1999,,,,,9401.0,,,,,,,,,,,7513.0,,7267.0,7132.0,135.0,0.0,152.0,,,,200.0,6589.0,,,3762.0,6598.0,495.0,483.0,,,,,,,
Molise,1999,,,,,4461.0,159166.0,,,,,,,,,,1901.0,,1608.0,1608.0,0.0,0.0,36.0,,,33.0,52.0,2888.0,18.0,250.0,,,,,40.2,,,,74.0,324125.0,
Nord-Est,1999,,,,,62327.0,,,,,,,,,,,,,,,,,,,,,1504.0,27324.0,,,12336.0,69719.0,269.0,260.0,,,,,,,
Nord-Ovest,1999,,,,,57928.0,8440519.0,,,,,,,,,,,,,,,,,,,2961.0,1822.0,30346.0,1588.0,4009.0,16899.0,53973.0,1453.0,1323.0,42.0,,,,,14893675.0,
Piemonte,1999,,,,,25387.0,1296111.0,,,,,,,,,,21540.0,,22481.0,21058.0,1423.0,0.0,1115.0,,,1163.0,788.0,13939.0,674.0,1833.0,,,,,43.2,,,,170.1,4232495.0,
Provincia Autonoma di Bolzano/Bozen,1999,,,,,7398.0,,,,,,,,,,,1978.0,,2827.0,2757.0,70.0,0.0,52.0,,,223.0,207.0,4371.0,127.0,223.0,,,,,36.7,,,,62.0,455859.0,
Provincia Autonoma di Trento,1999,,,,,6207.0,,,,,,,,,,,2197.0,,2114.0,2061.0,53.0,0.0,64.0,,,79.0,,,70.0,153.0,,,,,39.8,,,,76.3,467025.0,
Puglia,1999,,,,,19541.0,1515295.0,,,,,,,,,,20703.0,,19050.0,18796.0,254.0,0.0,165.0,,,544.0,281.0,11284.0,291.0,853.0,12378.0,30830.0,991.0,1068.0,36.0,,,,210.4,4042633.0,
Sardegna,1999,,,,,24100.0,1310235.0,,,,,,,,,,10466.0,,8109.0,7916.0,193.0,0.0,94.0,,,0.0,,9294.0,17.0,438.0,21842.0,29141.0,5814.0,5965.0,37.6,,,,68.8,1642057.0,
Sicilia,1999,,,,,25833.0,2286677.0,,,,,,,,,,31482.0,,20025.0,19832.0,193.0,0.0,728.0,,,753.0,582.0,17864.0,107.0,1444.0,31826.0,34170.0,8386.0,8469.0,36.6,,,,196.8,5004493.0,
Sud,1999,,,,,73800.0,6635556.0,,,,,,,,,,,,,,,,,,,2200.0,1416.0,45576.0,1181.0,3828.0,26632.0,53785.0,18138.0,18130.0,35.9,,,,,13994932.0,
Toscana,1999,,,,,22988.0,,,,,,,,,,,22197.0,,16289.0,15947.0,342.0,0.0,451.0,,,883.0,413.0,11007.0,730.0,1420.0,10899.0,21555.0,5198.0,5207.0,44.0,,,,154.1,3490565.0,
Umbria,1999,,,,,8464.0,,,,,,,,,,,5487.0,,3494.0,3494.0,0.0,0.0,30.0,,,358.0,64.0,4179.0,182.0,379.0,,,,,43.6,,,,99.3,818737.0,
Valle d'Aosta/Vallée d'Aoste,1999,,,,,3261.0,586760.0,,,,,,,,,,537.0,,457.0,457.0,0.0,0.0,15.0,,,0.0,100.0,649.0,0.0,83.0,,,,,41.3,,,,36.7,118615.0,
Veneto,1999,,,,,18407.0,,,,,,,,,,,22145.0,,22785.0,21595.0,1190.0,0.0,812.0,,,686.0,457.0,9425.0,515.0,1103.0,4182.0,20791.0,269.0,260.0,40.1,,,,254.8,4464206.0,
Abruzzo,2000,,,,,10833.0,1100032.0,,,,,,,,12600.0,19100.0,4544.0,,5447.0,5153.0,69.0,0.0,101.0,225.0,,292.0,319.0,7387.0,88.0,516.0,108.0,1190.0,,,40.6,54.3,9.2,36.4,118.2,1261117.0,
Basilicata,2000,,,,,10073.0,315553.0,,,,,,,,9900.0,16000.0,1651.0,,2461.0,2388.0,18.0,0.0,42.0,55.0,,217.0,40.0,4884.0,25.0,306.0,,,,,38.0,58.6,6.9,34.5,61.8,601399.0,
Calabria,2000,,,,,15222.0,946977.0,,,,,,,,9300.0,13100.0,6261.0,,9105.0,8225.0,448.0,0.0,128.0,432.0,,401.0,279.0,9546.0,259.0,853.0,10898.0,10740.0,5920.0,5919.0,36.8,55.6,10.4,33.9,137.2,2028592.0,
Campania,2000,,,,,13670.0,2765317.0,,,,,,,,10300.0,14400.0,18382.0,,20350.0,18628.0,486.0,0.0,436.0,1236.0,,708.0,445.0,9587.0,507.0,969.0,5721.0,9492.0,11186.0,11132.0,34.9,59.2,8.9,31.8,426.5,5717694.0,
Centro (IT),2000,,,,,58085.0,,,,,,,,,14900.0,24300.0,,,,,,,,,,,1155.0,31434.0,,,14395.0,42777.0,6597.0,6624.0,,51.2,11.3,37.5,,,
Emilia-Romagna,2000,,,,,22453.0,,,,,,,,,18200.0,27100.0,15178.0,,19176.0,16419.0,1724.0,0.0,611.0,1033.0,,,633.0,10161.0,,,2845.0,19648.0,,,,,,,,,
Friuli-Venezia Giulia,2000,,,,,7862.0,,,,,,,,,15800.0,23800.0,3955.0,,6050.0,5707.0,56.0,0.0,107.0,287.0,,376.0,207.0,3393.0,298.0,479.0,5362.0,43254.0,,,44.1,51.8,8.8,39.4,156.2,1178264.0,
Isole,2000,,,,,49933.0,3759893.0,,,,,,,,10000.0,14400.0,,,,,,,,,,751.0,582.0,26591.0,133.0,1832.0,48671.0,70832.0,14821.0,14812.0,37.3,59.9,8.9,31.2,,6633000.0,
Italy,2000,,,,,302073.0,44924160.0,,,,,,,,14000.0,21800.0,196074.0,,268057.0,240123.0,10120.0,0.0,8441.0,17814.0,,10711.0,6479.0,161248.0,6156.0,15927.0,122550.0,304888.0,41715.0,41679.0,40.1,54.8,9.7,35.5,,56929476.0,
Lazio,2000,,,,,17232.0,,,,,,,,,14800.0,26500.0,22092.0,,30803.0,24579.0,2940.0,0.0,1682.0,3284.0,,981.0,478.0,9601.0,710.0,1124.0,2023.0,12938.0,1520.0,1518.0,40.1,47.6,12.7,39.7,303.4,5119323.0,
Liguria,2000,,,,,5416.0,2344064.0,,,,,,,,16200.0,23500.0,5807.0,,8419.0,8022.0,45.0,0.0,295.0,352.0,,493.0,374.0,3666.0,303.0,509.0,16427.0,52899.0,1479.0,1480.0,47.1,52.6,10.7,36.8,297.2,1587787.0,
Lombardia,2000,,,,,23864.0,4021984.0,,,,,,,,17200.0,28700.0,29867.0,,44928.0,40151.0,342.0,0.0,1380.0,4435.0,,1320.0,560.0,11969.0,599.0,1534.0,,,,,40.9,52.4,9.7,37.9,394.2,8971148.0,
Marche,2000,,,,,9401.0,,,,,,,,,13700.0,21000.0,4628.0,,7123.0,6650.0,265.0,0.0,170.0,208.0,,,200.0,6589.0,,,2811.0,6622.0,575.0,573.0,,,,,,,
Molise,2000,,,,,4461.0,167834.0,,,,,,,,10900.0,16700.0,1022.0,,1475.0,1381.0,0.0,0.0,36.0,94.0,,39.0,52.0,2889.0,23.0,256.0,,,,,40.5,54.7,9.1,36.2,73.7,322772.0,
Nord-Est,2000,,,,,62327.0,,,,,,,,,16600.0,26100.0,,,,,,,,,,,1504.0,27416.0,,,12828.0,86190.0,459.0,459.0,,53.1,9.4,37.5,,,
Nord-Ovest,2000,,,,,57928.0,8401643.0,,,,,,,,16700.0,26700.0,,,,,,,,,,2962.0,1822.0,30224.0,1539.0,3956.0,16427.0,52899.0,1479.0,1480.0,42.2,53.3,9.5,37.2,,14902879.0,
Piemonte,2000,,,,,25387.0,1467541.0,,,,,,,,16000.0,23800.0,12976.0,,21083.0,17418.0,1262.0,0.0,1083.0,2403.0,,1149.0,788.0,13940.0,637.0,1831.0,,,,,43.5,55.4,8.9,35.8,169.9,4225083.0,
Provincia Autonoma di Bolzano/Bozen,2000,,,,,7398.0,,,,,,,,,17600.0,30000.0,1299.0,,2664.0,2382.0,70.0,0.0,61.0,212.0,,223.0,207.0,4362.0,127.0,223.0,,,,,37.1,46.7,7.0,46.3,62.4,458553.0,
Provincia Autonoma di Trento,2000,,,,,6207.0,,,,,,,,,17100.0,28400.0,1442.0,,2349.0,1841.0,223.0,0.0,64.0,285.0,,73.0,,,72.0,140.0,,,,,40.1,47.7,8.9,43.3,76.9,470505.0,
Puglia,2000,,,,,19541.0,1560818.0,,,,,,,,10100.0,14300.0,12281.0,,17786.0,16878.0,194.0,0.0,190.0,714.0,,542.0,281.0,11290.0,287.0,892.0,13502.0,30767.0,1254.0,1253.0,36.5,61.4,8.6,30.0,209.9,4034887.0,
Sardegna,2000,,,,,24100.0,1302997.0,,,,,,,,10600.0,15500.0,6533.0,,8304.0,8116.0,156.0,0.0,133.0,32.0,,0.0,0.0,8727.0,16.0,434.0,18069.0,26626.0,5797.0,5795.0,38.1,60.7,7.5,31.8,68.5,1638573.0,
Sicilia,2000,,,,,25833.0,2456896.0,,,,,,,,9700.0,14100.0,17874.0,,19153.0,18428.0,246.0,0.0,570.0,479.0,,751.0,582.0,17864.0,117.0,1398.0,30603.0,44206.0,9023.0,9017.0,37.0,59.7,9.3,31.0,196.3,4994427.0,
Sud,2000,,,,,73800.0,6856531.0,,,,,,,,10300.0,14700.0,,,,,,,,,,2199.0,1416.0,45583.0,1189.0,3792.0,30229.0,52189.0,18360.0,18305.0,36.4,58.8,9.0,32.2,,13966461.0,
Toscana,2000,,,,,22988.0,,,,,,,,,15600.0,23200.0,13197.0,,15954.0,15131.0,281.0,0.0,505.0,542.0,,850.0,413.0,11074.0,710.0,1414.0,9561.0,23217.0,4503.0,4533.0,44.1,56.1,9.4,34.5,154.2,3491580.0,
Umbria,2000,,,,,8464.0,,,,,,,,,14800.0,21500.0,3209.0,,3269.0,3170.0,0.0,0.0,30.0,99.0,,362.0,64.0,4170.0,195.0,377.0,,,,,43.8,48.5,10.6,40.9,99.7,820844.0,
Valle d'Aosta/Vallée d'Aoste,2000,,,,,3261.0,568054.0,,,,,,,,16700.0,27600.0,388.0,,447.0,447.0,0.0,0.0,15.0,0.0,,0.0,100.0,649.0,0.0,81.0,,,,,41.6,56.9,7.6,35.5,36.8,118861.0,
Veneto,2000,,,,,18407.0,,,,,,,,,15300.0,25100.0,13487.0,,21711.0,19009.0,1295.0,0.0,802.0,1407.0,,750.0,457.0,9500.0,507.0,1173.0,4622.0,23289.0,459.0,459.0,40.4,55.5,8.8,35.7,256.0,4485059.0,
Abruzzo,2001,,,,,10833.0,1139482.0,6.8,,,,,,,13200.0,20000.0,4630.0,,5242.0,4921.0,68.0,0.0,98.0,253.0,,319.0,319.0,7387.0,85.0,543.0,105.0,1218.0,,,40.9,56.4,9.3,34.3,118.3,1261300.0,
Basilicata,2001,,,,,10073.0,342575.0,6.6,,,,,,,10100.0,16500.0,1682.0,,2447.0,2355.0,34.0,0.0,41.0,58.0,,217.0,40.0,4884.0,25.0,306.0,,,,,38.5,62.3,6.7,31.1,61.6,599404.0,
Calabria,2001,,,,,15222.0,956782.0,12.4,,,,,,,9700.0,13800.0,6380.0,,10171.0,9291.0,416.0,0.0,186.0,464.0,,455.0,279.0,9546.0,259.0,851.0,10387.0,10817.0,5750.0,5762.0,37.3,58.6,9.9,31.5,136.5,2018722.0,
Campania,2001,3.0,3.0,2026.0,1933.0,13670.0,2723676.0,6.1,,,,,,,10800.0,15300.0,18731.0,,20433.0,18547.0,488.0,0.0,400.0,1398.0,,739.0,445.0,9587.0,507.0,985.0,5565.0,9580.0,11727.0,11733.0,35.4,61.0,8.7,30.3,425.9,5708137.0,
Centro (IT),2001,98.0,77.0,13198.0,13293.0,58085.0,,,,,,,,,15600.0,25700.0,,,,,,,,,,,1155.0,31434.0,,,14117.0,40683.0,6790.0,6778.0,42.1,53.0,11.3,35.7,,10882173.0,
Emilia-Romagna,2001,6.0,0.0,136.0,137.0,22453.0,,8.4,,,,,,,18900.0,28000.0,15466.0,,19294.0,16297.0,1905.0,0.0,689.0,1092.0,,,633.0,10161.0,,,2705.0,20171.0,,,44.0,,,,177.9,3983566.0,
Friuli-Venezia Giulia,2001,,,,,7862.0,,7.9,,,,,,,16400.0,25000.0,4030.0,,5901.0,5591.0,30.0,0.0,90.0,280.0,,378.0,207.0,3393.0,298.0,481.0,4952.0,44219.0,151.0,152.0,44.2,53.0,9.3,37.7,156.5,1181238.0,
Isole,2001,6.0,11.0,2870.0,2936.0,49933.0,3829209.0,,,,,,,,10500.0,15300.0,,,,,,,,,,778.0,582.0,26591.0,159.0,1834.0,46060.0,72102.0,14776.0,14736.0,37.8,62.5,8.8,28.7,,6612863.0,
Italy,2001,124.0,101.0,22911.0,22970.0,302073.0,46005388.0,7.7,,,,,,,14700.0,22900.0,199794.0,,262861.0,233986.0,9956.0,0.0,8210.0,18919.0,,10861.0,6479.0,161248.0,6230.0,15988.0,116502.0,307382.0,42293.0,42293.0,40.4,57.0,9.8,33.2,,56960692.0,
Lazio,2001,98.0,77.0,12459.0,12551.0,17232.0,,8.7,,,,,,,15600.0,28200.0,22511.0,,30051.0,23842.0,2718.0,0.0,1381.0,3491.0,,980.0,478.0,9601.0,709.0,1123.0,1882.0,11568.0,1423.0,1427.0,40.4,49.1,12.8,38.1,303.3,5116344.0,
Liguria,2001,,,,,5416.0,2260043.0,7.9,,,,,,,17300.0,25100.0,5918.0,,8106.0,7747.0,0.0,0.0,271.0,359.0,,492.0,374.0,3666.0,331.0,507.0,15953.0,52292.0,1405.0,1427.0,47.2,54.4,11.1,34.5,295.4,1578998.0,
Lombardia,2001,0.0,0.0,132.0,132.0,23864.0,4302404.0,7.5,,,,,,,18100.0,30100.0,30434.0,,43426.0,38392.0,311.0,0.0,1289.0,4723.0,,1267.0,560.0,11969.0,607.0,1543.0,,,,,41.2,54.2,10.3,35.5,395.6,9004084.0,
Marche,2001,,,,,9401.0,,7.5,,,,,,,14300.0,22100.0,4716.0,,6897.0,6362.0,303.0,0.0,175.0,232.0,,,200.0,6589.0,,,2596.0,6851.0,604.0,609.0,42.7,,,,154.8,1446785.0,
Molise,2001,,,,,4461.0,171901.0,7.2,,,,,,,11400.0,17600.0,1042.0,,1494.0,1396.0,0.0,0.0,36.0,98.0,,44.0,52.0,2889.0,23.0,256.0,,,108.0,109.0,40.9,57.1,8.8,34.2,73.4,321468.0,
Nord-Est,2001,13.0,7.0,3276.0,3283.0,62327.0,,,,,,,,,17300.0,27000.0,,,,,,,,,,,1504.0,27416.0,,,11769.0,87851.0,539.0,543.0,42.1,55.3,9.6,35.1,,10608795.0,
Nord-Ovest,2001,5.0,3.0,1540.0,1526.0,57928.0,8680483.0,,,,,,,,17600.0,28100.0,,,,,,,,,,2976.0,1822.0,30224.0,1575.0,3965.0,15953.0,52292.0,1405.0,1427.0,42.5,55.4,10.1,34.6,,14921776.0,
Piemonte,2001,4.0,3.0,1401.0,1387.0,25387.0,1542557.0,9.5,,,,,,,16700.0,24900.0,13222.0,,20609.0,16894.0,1199.0,0.0,1066.0,2516.0,,1218.0,788.0,13940.0,637.0,1833.0,,,,,43.7,58.1,9.2,32.6,169.6,4219421.0,
Provincia Autonoma di Bolzano/Bozen,2001,0.0,0.0,19.0,20.0,7398.0,,7.3,,,,,,,18700.0,30800.0,1323.0,,2530.0,2270.0,95.0,0.0,59.0,165.0,,223.0,207.0,4362.0,127.0,223.0,,,,,37.5,56.2,7.6,36.2,62.7,461101.0,
Provincia Autonoma di Trento,2001,,,,,6207.0,,8.9,,,,,,,17600.0,29700.0,1469.0,,2513.0,1874.0,281.0,0.0,246.0,358.0,,73.0,,,72.0,140.0,,,,,40.3,49.1,10.0,40.9,77.5,474310.0,
Puglia,2001,,,,,19541.0,1763156.0,6.0,,,,,,,10700.0,15000.0,12514.0,,17142.0,16232.0,175.0,0.0,175.0,735.0,,540.0,281.0,11290.0,286.0,891.0,12548.0,32838.0,1198.0,1206.0,37.0,63.5,8.9,27.7,209.5,4026054.0,
Sardegna,2001,2.0,4.0,949.0,952.0,24100.0,1333950.0,6.9,,,,,,,11100.0,16500.0,6657.0,,7539.0,7345.0,156.0,0.0,117.0,38.0,,0.0,0.0,8727.0,16.0,434.0,15914.0,25209.0,5779.0,5756.0,38.7,63.5,8.3,28.2,68.3,1634795.0,
Sicilia,2001,4.0,8.0,1921.0,1984.0,25833.0,2495259.0,5.8,,,,,,,10200.0,14900.0,18213.0,,19072.0,18263.0,235.0,0.0,600.0,574.0,,778.0,582.0,17864.0,143.0,1400.0,30146.0,46894.0,8997.0,8980.0,37.5,62.1,9.0,28.8,195.8,4978068.0,
Sud,2001,3.0,3.0,2026.0,1933.0,73800.0,7097572.0,,,,,,,,10800.0,15500.0,,,,,,,,,,2314.0,1416.0,45583.0,1184.0,3831.0,28604.0,54453.0,18783.0,18808.0,36.9,60.9,8.9,30.2,,13935085.0,
Toscana,2001,0.0,0.0,739.0,742.0,22988.0,,7.9,,,,,,,16300.0,24300.0,13447.0,,15435.0,14484.0,344.0,0.0,491.0,607.0,,849.0,413.0,11074.0,709.0,1406.0,9638.0,22264.0,4763.0,4742.0,44.3,58.3,9.5,32.2,154.4,3494857.0,
Umbria,2001,,,,,8464.0,,6.6,,,,,,,15400.0,22600.0,3270.0,,3127.0,3011.0,0.0,0.0,30.0,116.0,,362.0,64.0,4170.0,195.0,377.0,,,,,43.9,50.0,10.3,39.7,100.0,824187.0,
Valle d'Aosta/Vallée d'Aoste,2001,0.0,0.0,7.0,6.0,3261.0,575479.0,9.3,,,,,,,17600.0,29000.0,395.0,,457.0,457.0,0.0,0.0,15.0,0.0,,0.0,100.0,649.0,0.0,81.0,,,,,41.8,58.7,8.4,32.8,36.8,119273.0,
Veneto,2001,8.0,7.0,3121.0,3125.0,18407.0,,8.7,,,,,,,15900.0,26000.0,13743.0,,20975.0,18415.0,1198.0,0.0,755.0,1362.0,,751.0,457.0,9500.0,533.0,1174.0,4112.0,23461.0,388.0,391.0,40.7,57.9,8.7,33.4,257.3,4508580.0,
Abruzzo,2002,1.0,1.0,144.0,146.0,10833.0,1154796.0,6.7,,,,,,,13700.0,20400.0,4715.0,,5826.0,5235.0,83.0,0.0,133.0,508.0,,320.0,319.0,5824.0,96.0,539.0,126.0,1226.0,,,41.3,52.2,11.0,36.9,118.8,1261991.0,
Basilicata,2002,,,,,10073.0,342603.0,6.8,,,,,,,10800.0,17100.0,1713.0,,2408.0,2321.0,32.0,0.0,41.0,55.0,,203.0,40.0,4609.0,25.0,348.0,,,,,39.0,58.6,8.1,33.3,61.3,597121.0,
Calabria,2002,,,,,15222.0,1044500.0,6.7,,,,,,,10200.0,14200.0,6497.0,,8362.0,7471.0,418.0,0.0,128.0,473.0,,455.0,279.0,7608.0,259.0,851.0,12832.0,12706.0,5018.0,5119.0,37.8,58.2,9.6,32.2,135.8,2008041.0,
Campania,2002,2.0,4.0,2058.0,2083.0,13670.0,2777419.0,6.2,,,,,,,11300.0,15900.0,19076.0,,19820.0,18066.0,475.0,0.0,374.0,1279.0,,738.0,445.0,9300.0,507.0,985.0,5965.0,10530.0,11040.0,11008.0,35.9,59.8,9.1,31.0,425.6,5699305.0,
Centro (IT),2002,73.0,58.0,13181.0,13317.0,58085.0,,,,,,,,,16200.0,26800.0,,,,,,,,,,,1155.0,27477.0,,,14750.0,41539.0,6847.0,6850.0,42.4,51.8,11.6,36.6,,10895285.0,
Emilia-Romagna,2002,17.0,7.0,1886.0,1902.0,22453.0,,8.5,,,,,,,19400.0,28700.0,15752.0,,19104.0,16061.0,1878.0,0.0,883.0,1165.0,,,633.0,10353.0,,,3095.0,20563.0,,,44.1,,,,178.9,4002620.0,
Friuli-Venezia Giulia,2002,,,,,7862.0,,8.0,,,,,,,17000.0,25700.0,4104.0,,5655.0,5311.0,60.0,0.0,107.0,284.0,,380.0,207.0,3368.0,298.0,469.0,5362.0,43143.0,146.0,155.0,44.3,51.3,9.7,39.0,157.0,1183437.0,
Isole,2002,9.0,13.0,5527.0,5555.0,49933.0,3835915.0,,,,,,,,10900.0,15700.0,,,,,,,,,,778.0,582.0,24703.0,157.0,1828.0,51425.0,72299.0,13711.0,13582.0,38.3,62.0,8.9,29.1,,6596612.0,
Italy,2002,356.0,297.0,41927.0,42034.0,302073.0,45675264.0,7.5,,,,,,,15200.0,23600.0,203479.0,,253411.0,223584.0,9429.0,0.0,8233.0,20398.0,,10884.0,6487.0,148768.0,6261.0,15934.0,128248.0,312101.0,40129.0,40047.0,40.7,55.9,10.2,33.9,,56987508.0,
Lazio,2002,73.0,58.0,12496.0,12625.0,17232.0,,8.9,,,,,,,16200.0,29600.0,22926.0,,29011.0,22908.0,2242.0,0.0,1250.0,3861.0,,975.0,478.0,7614.0,709.0,1086.0,1696.0,11668.0,1323.0,1326.0,40.8,48.3,12.8,38.9,303.3,5117281.0,
Liguria,2002,,,,,5416.0,2241310.0,8.0,,,,,,,17700.0,25500.0,6027.0,,7930.0,7447.0,0.0,0.0,274.0,483.0,,478.0,374.0,4666.0,320.0,494.0,16096.0,54128.0,1602.0,1609.0,47.4,53.4,11.1,35.5,294.1,1569787.0,
Lombardia,2002,236.0,194.0,13381.0,13269.0,23864.0,4645189.0,7.5,,,,,,,18600.0,31200.0,30995.0,,41076.0,35639.0,373.0,0.0,1157.0,5064.0,,1281.0,560.0,10949.0,622.0,1556.0,,,,,41.4,53.7,11.0,35.2,397.1,9033024.0,
Marche,2002,,,,,9401.0,,7.5,,,,,,,15100.0,23300.0,4803.0,,6750.0,6227.0,312.0,0.0,209.0,211.0,,,200.0,6670.0,,,2627.0,7339.0,591.0,597.0,42.9,,,,155.7,1453403.0,
Molise,2002,,,,,4461.0,170252.0,7.3,,,,,,,11800.0,18000.0,1061.0,,1529.0,1381.0,44.0,0.0,37.0,104.0,,71.0,52.0,2462.0,23.0,282.0,,,132.0,131.0,41.2,54.4,10.4,35.3,73.2,320143.0,
Nord-Est,2002,29.0,21.0,5307.0,5338.0,62327.0,,,,,,,,,17800.0,27600.0,,,,,,,,,,,1504.0,26732.0,,,12612.0,88646.0,688.0,670.0,42.3,54.2,9.9,35.9,,10654684.0,
Nord-Ovest,2002,239.0,196.0,14774.0,14655.0,57928.0,8960269.0,,,,,,,,18200.0,29100.0,,,,,,,,,,2984.0,1830.0,29332.0,1586.0,3958.0,16096.0,54128.0,1602.0,1609.0,42.7,54.8,10.6,34.6,,14934254.0,
Piemonte,2002,3.0,3.0,1393.0,1387.0,25387.0,1526317.0,9.7,,,,,,,17400.0,25700.0,13466.0,,18692.0,14885.0,1231.0,0.0,1067.0,2576.0,,1225.0,791.0,13074.0,643.0,1827.0,,,,,44.0,57.6,9.4,33.0,169.6,4212090.0,
Provincia Autonoma di Bolzano/Bozen,2002,0.0,0.0,18.0,18.0,7398.0,,7.5,,,,,,,18900.0,31100.0,1348.0,,2429.0,2203.0,94.0,0.0,62.0,132.0,,223.0,207.0,5059.0,127.0,223.0,,,,,37.9,57.1,7.8,35.0,63.1,462827.0,
Provincia Autonoma di Trento,2002,,,,,6207.0,,9.3,,,,,,,18300.0,30300.0,1497.0,,2087.0,1802.0,42.0,0.0,237.0,243.0,,73.0,,,72.0,140.0,,,,,40.6,47.8,10.3,41.9,78.0,476792.0,
Puglia,2002,2.0,4.0,936.0,939.0,19541.0,1940183.0,6.1,,,,,,,11200.0,15400.0,12745.0,,16173.0,15243.0,152.0,0.0,182.0,778.0,,533.0,281.0,10721.0,286.0,842.0,14442.0,31027.0,1091.0,1078.0,37.5,62.1,9.1,28.8,209.5,4020071.0,
Sardegna,2002,3.0,4.0,1754.0,1754.0,24100.0,1341023.0,6.9,,,,,,,11600.0,16800.0,6779.0,,7546.0,7355.0,141.0,0.0,118.0,50.0,,0.0,,8653.0,16.0,428.0,17386.0,26207.0,5636.0,5586.0,39.3,62.8,8.2,29.0,68.2,1629889.0,
Sicilia,2002,6.0,10.0,3773.0,3801.0,25833.0,2494892.0,5.8,,,,,,,10700.0,15300.0,18549.0,,19488.0,18498.0,257.0,0.0,644.0,733.0,,778.0,582.0,16050.0,141.0,1400.0,34039.0,46093.0,8075.0,7997.0,38.0,61.7,9.2,29.2,195.3,4966723.0,
Sud,2002,6.0,8.0,3138.0,3169.0,73800.0,7429753.0,,,,,,,,11300.0,16000.0,,,,,,,,,,2320.0,1416.0,40524.0,1195.0,3847.0,33364.0,55489.0,17281.0,17336.0,37.4,59.4,9.3,31.3,,13906672.0,
Toscana,2002,0.0,0.0,685.0,692.0,22988.0,,7.8,,,,,,,16800.0,25100.0,13695.0,,15743.0,14594.0,353.0,0.0,530.0,796.0,,876.0,413.0,9250.0,721.0,1437.0,10427.0,22532.0,4933.0,4927.0,44.4,56.5,10.2,33.3,154.6,3498497.0,
Umbria,2002,,,,,8464.0,,6.6,,,,,,,15800.0,23000.0,3330.0,,3047.0,2912.0,0.0,0.0,30.0,135.0,,353.0,64.0,3943.0,181.0,368.0,,,,,44.1,48.1,11.5,40.4,100.4,826104.0,
Valle d'Aosta/Vallée d'Aoste,2002,0.0,0.0,0.0,0.0,3261.0,547453.0,9.4,,,,,,,18200.0,29800.0,403.0,,434.0,434.0,0.0,0.0,15.0,0.0,,0.0,105.0,643.0,0.0,81.0,,,,,42.1,58.6,7.7,33.8,37.0,119353.0,
Veneto,2002,12.0,14.0,3403.0,3417.0,18407.0,,8.7,,,,,,,16300.0,26400.0,13997.0,,20301.0,17591.0,1242.0,0.0,755.0,1468.0,,726.0,457.0,7952.0,548.0,1149.0,4155.0,24939.0,542.0,515.0,41.0,57.4,8.7,33.9,258.7,4529008.0,
Abruzzo,2003,,,,,10833.0,1257927.0,6.7,,,,,,,14000.0,20600.0,4822.0,,5186.0,4682.0,48.0,0.0,117.0,456.0,,345.0,352.0,7087.0,96.0,539.0,74.0,1254.0,,,41.7,48.4,10.9,40.6,119.4,1265126.0,
Basilicata,2003,,,,,10073.0,375943.0,7.0,,,,,,,11300.0,17000.0,1752.0,,1901.0,1826.0,19.0,0.0,33.0,56.0,,203.0,29.0,4826.0,25.0,348.0,,,,,39.5,55.1,9.1,35.8,61.2,595070.0,
Calabria,2003,,,,,15222.0,1136753.0,6.7,,,,,,,10800.0,14600.0,6645.0,,10059.0,9175.0,414.0,0.0,142.0,470.0,,453.0,295.0,9840.0,259.0,850.0,12997.0,13328.0,4667.0,5031.0,38.4,56.4,10.1,33.5,135.5,1999061.0,
Campania,2003,3.0,3.0,2290.0,2308.0,13670.0,2837210.0,6.3,,,,,,,11600.0,16200.0,19509.0,,17397.0,15731.0,468.0,0.0,370.0,1198.0,,745.0,442.0,9695.0,512.0,992.0,6605.0,11710.0,10849.0,10774.0,36.4,58.1,9.6,32.2,426.4,5699296.0,
