date,ABR_activeInfectives,ABR_deaths,ABR_deathsTotal,ABR_infectives,ABR_infectivesTotal,ABR_recovered,ABR_recoveredTotal,ABR_removed,ABR_removedTotal,ABR_tested,ABR_testedTotal,BAS_activeInfectives,BAS_deaths,BAS_deathsTotal,BAS_infectives,BAS_infectivesTotal,BAS_recovered,BAS_recoveredTotal,BAS_removed,BAS_removedTotal,BAS_tested,BAS_testedTotal,BZ_activeInfectives,BZ_deaths,BZ_deathsTotal,BZ_infectives,BZ_infectivesTotal,BZ_recovered,BZ_recoveredTotal,BZ_removed,BZ_removedTotal,BZ_tested,BZ_testedTotal,CAL_activeInfectives,CAL_deaths,CAL_deathsTotal,CAL_infectives,CAL_infectivesTotal,CAL_recovered,CAL_recoveredTotal,CAL_removed,CAL_removedTotal,CAL_tested,CAL_testedTotal,EMR_activeInfectives,EMR_deaths,EMR_deathsTotal,EMR_infectives,EMR_infectivesTotal,EMR_recovered,EMR_recoveredTotal,EMR_removed,EMR_removedTotal,EMR_tested,EMR_testedTotal,FVG_activeInfectives,FVG_deaths,FVG_deathsTotal,FVG_infectives,FVG_infectivesTotal,FVG_recovered,FVG_recoveredTotal,FVG_removed,FVG_removedTotal,FVG_tested,FVG_testedTotal,LAZ_activeInfectives,LAZ_deaths,LAZ_deathsTotal,LAZ_infectives,LAZ_infectivesTotal,LAZ_recovered,LAZ_recoveredTotal,LAZ_removed,LAZ_removedTotal,LAZ_tested,LAZ_testedTotal,LIG_activeInfectives,LIG_deaths,LIG_deathsTotal,LIG_infectives,LIG_infectivesTotal,LIG_recovered,LIG_recoveredTotal,LIG_removed,LIG_removedTotal,LIG_tested,LIG_testedTotal,LOM_activeInfectives,LOM_deaths,LOM_deathsTotal,LOM_infectives,LOM_infectivesTotal,LOM_recovered,LOM_recoveredTotal,LOM_removed,LOM_removedTotal,LOM_tested,LOM_testedTotal,MAR_activeInfectives,MAR_deaths,MAR_deathsTotal,MAR_infectives,MAR_infectivesTotal,MAR_recovered,MAR_recoveredTotal,MAR_removed,MAR_removedTotal,MAR_tested,MAR_testedTotal,MOL_activeInfectives,MOL_deaths,MOL_deathsTotal,MOL_infectives,MOL_infectivesTotal,MOL_recovered,MOL_recoveredTotal,MOL_removed,MOL_removedTotal,MOL_tested,MOL_testedTotal,PIE_activeInfectives,PIE_deaths,PIE_deathsTotal,PIE_infectives,PIE_infectivesTotal,PIE_recovered,PIE_recoveredTotal,PIE_removed,PIE_removedTotal,PIE_tested,PIE_testedTotal,PUG_activeInfectives,PUG_deaths,PUG_deathsTotal,PUG_infectives,PUG_infectivesTotal,PUG_recovered,PUG_recoveredTotal,PUG_removed,PUG_removedTotal,PUG_tested,PUG_testedTotal,SAR_activeInfectives,SAR_deaths,SAR_deathsTotal,SAR_infectives,SAR_infectivesTotal,SAR_recovered,SAR_recoveredTotal,SAR_removed,SAR_removedTotal,SAR_tested,SAR_testedTotal,TOS_activeInfectives,TOS_deaths,TOS_deathsTotal,TOS_infectives,TOS_infectivesTotal,TOS_recovered,TOS_recoveredTotal,TOS_removed,TOS_removedTotal,TOS_tested,TOS_testedTotal,UMB_activeInfectives,UMB_deaths,UMB_deathsTotal,UMB_infectives,UMB_infectivesTotal,UMB_recovered,UMB_recoveredTotal,UMB_removed,UMB_removedTotal,UMB_tested,UMB_testedTotal,VDA_activeInfectives,VDA_deaths,VDA_deathsTotal,VDA_infectives,VDA_infectivesTotal,VDA_recovered,VDA_recoveredTotal,VDA_removed,VDA_removedTotal,VDA_tested,VDA_testedTotal,VEN_activeInfectives,VEN_deaths,VEN_deathsTotal,VEN_infectives,VEN_infectivesTotal,VEN_recovered,VEN_recoveredTotal,VEN_removed,VEN_removedTotal,VEN_tested,VEN_testedTotal
2020-04-24,2118,6,286,18,2803,33,438,39,724,1210,32397,233,0,24,4,360,4,107,4,131,515,9026,1514,2,263,21,2456,420,1100,422,1363,1068,35062,833,4,80,10,1079,8,178,12,258,895,28764,13066,34,3303,247,23970,549,8158,583,11461,5359,151505,1159,2,258,24,2882,0,1304,0,1562,2584,55502,4562,9,384,78,6132,63,1256,72,1640,3244,114317,3589,29,1076,124,7173,124,2660,153,3736,1721,39563,34730,166,13106,1091,71256,430,23782,596,36888,11583,314298,3306,8,865,76,6028,25,1890,33,2755,1501,49163,201,0,20,3,287,1,67,1,87,241,4805,15831,69,2699,682,23822,374,5732,443,8431,7330,125300,2978,11,383,42,3881,34,565,45,948,2062,52472,820,4,102,3,1257,12,351,16,453,2045,19889,6266,19,742,97,8877,116,2002,135,2744,3159,121336,356,1,62,1,1363,33,979,34,1041,1513,30524,467,2,129,4,1100,111,617,113,746,35,5262,10231,38,1244,348,17229,556,6306,594,7550,8821,296896
2020-04-25,2108,7,293,29,2832,40,478,47,771,1227,33624,230,1,25,1,361,11,118,12,143,766,9792,1112,2,265,20,2476,76,1176,78,1441,1546,36608,830,0,80,9,1088,19,197,19,277,1195,29959,12722,44,3347,239,24209,357,8515,401,11862,5378,156883,1341,5,263,21,2903,101,1556,107,1819,2873,58375,4582,3,387,92,6224,20,1276,23,1663,4037,118354,3564,17,1093,128,7301,115,2775,132,3868,1562,41125,34847,163,13269,713,71969,445,24227,608,37496,12642,326940,3303,9,874,30,6058,22,1912,31,2786,1833,50996,205,1,21,5,292,6,73,7,94,386,5191,15992,68,2767,604,24426,425,6157,493,8924,5807,131107,2964,8,391,31,3912,37,602,45,993,2156,54628,818,1,103,14,1271,23,374,24,477,462,20351,6269,18,760,138,9015,107,2109,125,2869,4159,125495,325,1,63,3,1366,27,1006,28,1069,1415,31939,354,1,130,0,1100,40,657,41,787,704,5966,9799,44,1288,162,17391,365,6671,409,7959,10081,306977
2020-04-26,2088,2,295,27,2859,18,496,20,791,196,33820,223,0,25,5,366,4,122,4,147,285,10077,1039,4,269,5,2481,42,1218,46,1487,823,37431,812,0,80,1,1089,15,212,15,292,894,30853,12562,39,3386,241,24450,208,8723,247,12109,5045,161928,1098,1,264,14,2917,0,1405,0,1669,1306,59681,4644,2,389,85,6309,71,1347,73,1736,3323,121677,3619,21,1114,187,7488,119,2894,140,4008,1482,42607,35159,56,13325,920,72889,171,24398,227,37723,10857,337797,3325,5,879,53,6111,12,1924,17,2803,1067,52063,202,0,21,4,296,2,75,2,96,376,5567,15893,56,2823,394,24820,321,6478,377,9301,4035,135142,2955,8,399,36,3948,10,612,18,1011,1364,55992,803,6,109,9,1280,14,388,20,497,750,21101,6276,18,778,132,9147,191,2300,209,3078,1899,127394,299,1,64,2,1368,2,1008,3,1072,630,32569,319,1,131,6,1106,64,721,65,852,169,6135,9470,27,1315,80,17471,347,7018,374,8333,9384,316361
2020-04-27,2083,4,299,15,2874,49,545,53,844,356,34176,219,0,25,0,366,2,124,2,149,287,10364,1008,1,270,15,2496,68,1286,69,1556,1209,38640,804,3,83,7,1096,19,231,22,314,934,31787,12527,45,3431,212,24662,283,9006,328,12437,3051,164979,1308,7,271,60,2977,43,1448,50,1719,1259,60940,4654,8,397,83,6392,86,1433,94,1830,3092,124769,3633,14,1128,154,7642,40,2934,54,4062,1432,44039,35522,124,13449,590,73479,191,24589,315,38038,5053,342850,3324,5,884,16,6127,9,1933,14,2817,702,52765,200,0,21,0,296,0,75,0,96,89,5656,15794,55,2878,278,25098,234,6712,289,9590,4206,139348,2947,6,405,10,3958,29,641,35,1046,984,56976,786,0,109,3,1283,10,398,10,507,294,21395,6099,17,795,32,9179,101,2401,118,3196,1654,129048,298,1,65,2,1370,10,1018,11,1083,254,32823,259,2,133,5,1111,22,743,24,876,416,6551,9204,29,1344,108,17579,357,7375,386,8719,3666,320027
2020-04-28,2055,11,310,25,2899,54,599,65,909,1180,35356,217,0,25,0,366,12,136,12,161,525,10889,941,2,272,2,2498,30,1316,32,1588,490,39130,783,2,85,1,1097,17,248,19,333,1968,33755,12451,41,3472,252,24914,433,9439,474,12911,7610,172589,1276,7,278,18,2995,30,1478,37,1756,3211,64151,4635,17,414,75,6467,58,1491,75,1905,3895,128664,3709,13,1141,130,7772,126,3060,139,4201,1680,45719,36076,126,13575,869,74348,440,25029,566,38604,8573,351423,3358,9,893,48,6175,15,1948,24,2841,1548,54313,201,0,21,1,297,6,81,6,102,120,5776,15857,58,2936,352,25450,296,7008,354,9944,5183,144531,2934,2,407,22,3980,13,654,15,1061,1520,58496,778,0,109,2,1285,6,404,6,513,721,22116,6033,16,811,52,9231,123,2524,139,3335,4569,133617,296,0,65,9,1379,21,1039,21,1104,1058,33881,243,2,135,8,1119,32,775,34,910,346,6897,8947,64,1408,129,17708,324,7699,388,9107,8191,328218
2020-04-29,2014,5,315,24,2923,33,632,38,947,1258,36614,205,0,25,0,366,11,147,11,172,442,11331,918,2,274,9,2507,72,1388,74,1662,1088,40218,769,1,86,5,1102,15,263,16,349,1159,34914,12240,40,3512,263,25177,364,9803,404,13315,4276,176865,1254,7,285,15,3010,20,1498,27,1783,2618,66769,4638,17,431,78,6545,88,1579,105,2010,4839,133503,3687,11,1152,117,7889,101,3161,112,4313,1501,47220,36296,104,13679,786,75134,304,25333,408,39012,14472,365895,3369,6,899,35,6210,16,1964,22,2863,1592,55905,195,0,21,0,297,2,83,2,104,134,5910,15914,67,3003,411,25861,329,7337,396,10340,6735,151266,2968,3,410,49,4029,38,692,41,1102,1838,60334,777,7,116,5,1290,9,413,16,529,1183,23299,5955,16,827,61,9292,278,2802,294,3629,3865,137482,287,1,66,12,1391,25,1064,26,1130,1056,34937,214,2,137,5,1124,77,852,79,989,284,7181,8676,29,1437,117,17825,320,8019,349,9456,9438,337656
2020-04-30,1983,5,320,7,2930,63,695,68,1015,1382,37996,195,0,25,1,367,3,150,3,175,1443,12774,855,1,275,11,2518,53,1441,54,1716,1079,41297,759,0,86,6,1108,19,282,19,368,989,35903,12095,39,3551,259,25436,2519,12322,2558,15873,5992,182857,1242,4,289,15,3025,68,1566,72,1855,1161,67930,4604,10,441,71,6616,128,1707,138,2148,4093,137596,3679,15,1167,104,7993,114,3275,129,4442,1542,48762,36486,93,13772,598,75732,416,25749,509,39521,11048,376943,3384,7,906,37,6247,167,2131,174,3037,3583,59488,194,0,21,1,298,4,87,4,108,536,6446,15946,63,3066,428,26289,393,7730,456,10796,5268,156534,2970,5,415,43,4072,16,708,21,1123,2126,62460,766,0,116,5,1295,22,435,22,551,1455,24754,5721,15,842,60,9352,124,2926,139,3768,4367,141849,262,1,67,1,1392,28,1092,29,1159,1522,36459,139,0,137,4,1128,28,902,30,1039,450,7631,8462,22,1459,135,17960,335,8354,357,9813,11571,349227
2020-05-01,1933,4,324,18,2948,18,713,22,1037,1389,39385,203,0,25,11,378,10,160,10,185,495,13269,811,3,278,10,2528,52,1493,55,1771,1606,42903,744,0,86,4,1112,17,299,17,385,1151,37054,9745,28,3579,208,25644,259,12581,287,16160,5407,188264,1186,5,294,16,3041,66,1632,71,1926,3083,71013,4522,41,482,56,6672,37,1744,78,2226,6208,143804,3683,17,1184,133,8126,149,3424,166,4608,2437,51199,36714,88,13860,737,76469,387,26136,475,39996,13701,390644,3238,5,911,28,6275,22,2153,27,3064,1753,61241,192,0,21,2,300,2,89,2,110,17,6463,15885,31,3097,395,26684,295,8025,326,11122,6034,162568,2976,6,421,27,4099,23,731,29,1152,1832,64292,762,1,117,18,1313,17,452,18,569,1488,26242,5675,12,854,93,9445,292,3218,304,4072,4607,146456,234,1,68,1,1393,29,1121,30,1189,1303,37762,94,0,137,5,1133,0,904,0,1041,138,7769,8243,20,1479,138,18098,486,8840,506,10319,13232,362459
2020-05-02,1927,3,327,16,2964,45,758,48,1085,531,39916,195,0,25,2,380,4,164,4,189,453,13722,763,1,279,7,2535,60,1553,61,1832,901,43804,727,2,88,0,1112,12,311,14,399,874,37928,9664,35,3614,206,25850,332,12913,367,16527,3871,192135,1133,1,295,18,3059,23,1655,24,1950,2842,73855,4528,15,497,84,6756,63,1807,78,2304,3274,147078,3703,11,1195,186,8312,95,3519,106,4714,2003,53202,36772,329,14189,533,77002,10,26146,339,40335,13058,403702,3234,5,916,23,6298,24,2177,29,3093,1593,62834,191,0,21,1,301,9,98,9,119,612,7075,16054,29,3126,495,27179,309,8334,338,11460,5911,168479,2981,1,422,34,4133,26,757,27,1179,1078,65370,746,2,119,2,1315,14,466,16,585,748,26990,5451,9,863,80,9525,79,3297,88,4160,1767,148223,205,0,68,1,1394,9,1130,9,1198,310,38072,95,0,137,3,1136,0,901,0,1038,182,7951,7863,23,1502,126,18224,451,9291,474,10793,8519,370978
2020-05-03,1911,3,330,32,2996,40,798,43,1128,783,40699,197,0,25,2,386,3,167,3,192,488,14210,703,2,281,1,2536,37,1590,39,1871,436,44240,715,0,88,2,1114,13,324,13,412,907,38835,9463,28,3642,166,26016,416,13329,444,16971,4940,197075,1122,2,297,13,3072,33,1688,35,1985,1135,74990,4503,11,508,53,6809,109,1916,120,2424,3834,150912,3644,14,1209,47,8359,80,3599,94,4808,1290,54492,36959,42,14231,526,77528,225,26371,267,40602,7155,410857,3226,11,927,21,6319,17,2194,28,3121,1578,64412,182,1,22,0,301,0,98,1,120,0,7075,15967,26,3152,251,27430,306,8640,332,11792,3729,172208,2965,2,424,11,4144,8,765,10,1189,1073,66443,734,0,119,2,1319,45,511,45,630,747,27737,5401,9,872,38,9563,66,3363,75,4235,2691,150914,196,0,68,0,1394,13,1143,13,1211,751,38823,104,1,138,6,1142,0,895,0,1033,149,8100,7483,14,1516,94,18318,212,9503,226,11019,7224,378202
2020-05-04,1872,2,332,4,3000,33,831,35,1163,409,41108,194,0,25,0,386,21,188,21,213,691,14901,669,3,284,5,2541,31,1621,34,1905,433,44673,706,0,88,4,1118,32,356,32,444,603,39438,9178,24,3666,159,26175,196,13525,220,17191,3352,200427,1091,2,299,4,3076,39,1727,41,2026,431,75421,4421,16,524,38,6847,22,1938,38,2462,2381,153293,3603,12,1221,53,8412,84,3683,96,4904,1600,56092,37269,63,14294,577,78105,133,26504,196,40798,7978,418835,3242,5,932,44,6363,31,2225,36,3157,986,65398,181,0,22,0,301,3,101,3,123,253,7328,15827,34,3186,192,27622,234,8874,268,12060,3870,176078,2964,5,429,9,4153,14,779,19,1208,724,67167,687,0,119,0,1317,34,545,34,664,315,28052,5364,9,881,38,9601,78,3441,87,4322,1533,152447,183,2,70,0,1394,0,1143,2,1213,221,39044,110,1,139,1,1143,0,894,0,1033,171,8271,7312,12,1528,55,18373,108,9611,120,11139,5458,383660
2020-05-05,1862,3,335,25,3025,50,881,53,1216,1381,42489,183,0,25,0,396,6,194,6,219,575,15476,636,2,286,1,2542,23,1644,25,1930,591,45264,675,0,88,1,1119,25,381,25,469,1071,40509,9058,39,3705,100,26275,364,13889,403,17594,5739,206166,1059,4,303,9,3085,71,1798,75,2101,3089,78510,4450,10,534,67,6914,72,2010,82,2544,4014,157307,3570,11,1232,63,8475,133,3816,144,5048,1530,57622,37573,95,14389,500,78605,620,27124,715,41513,6455,425290,3235,4,936,29,6392,12,2237,16,3173,1858,67256,178,0,22,0,301,1,102,1,124,200,7528,15711,30,3216,152,27774,361,9235,391,12451,5238,181316,2962,4,433,17,4170,19,798,23,1231,1961,69128,654,0,119,1,1318,12,557,12,676,815,28867,5307,8,889,30,9631,111,3552,119,4441,4813,157260,187,0,70,6,1400,11,1154,11,1224,954,39998,110,0,139,0,1143,0,894,0,1033,213,8484,7221,17,1545,29,18402,130,9741,147,11286,7292,390952
2020-05-06,1831,6,341,22,3047,34,915,40,1256,1314,43803,180,0,25,0,399,8,202,8,227,627,16103,612,0,286,1,2543,34,1678,34,1964,964,46228,653,1,89,3,1122,8,389,9,478,1319,41828,8759,32,3737,104,26379,362,14251,394,17988,5486,211652,993,3,306,9,3094,28,1826,31,2132,919,79429,4449,4,538,81,6995,14,2024,18,2562,3587,160894,3502,11,1243,76,8551,186,4002,197,5245,2071,59693,37622,222,14611,764,79369,5881,33005,6103,47616,14516,439806,3248,7,943,29,6421,5,2242,12,3185,1781,69037,180,0,22,3,304,1,103,1,125,368,7896,15485,31,3247,165,27939,599,9834,630,13081,6741,188057,2965,5,438,26,4196,57,855,62,1293,1816,70944,643,0,119,1,1319,20,577,20,696,1099,29966,5214,10,899,26,9657,118,3670,128,4569,4293,161553,180,0,70,4,1404,9,1163,9,1233,1330,41328,113,0,139,3,1146,0,880,0,1019,156,8640,7151,23,1568,77,18479,381,10122,404,11690,8854,399806
2020-05-07,1816,7,348,25,3072,39,954,46,1302,1218,45021,156,1,26,0,383,0,202,1,228,169,16272,587,0,286,9,2552,37,1715,37,2001,863,47091,647,0,89,3,1125,14,403,14,492,1026,42854,8473,29,3766,108,26487,459,14710,488,18476,5387,217039,975,2,308,13,3107,46,1872,48,2180,2583,82012,4470,5,543,39,7034,119,2143,124,2686,4446,165340,3399,11,1254,94,8645,141,4143,152,5397,1753,61446,32239,134,14745,720,80089,324,33329,458,48074,15488,455294,3267,5,948,31,6452,15,2257,20,3205,1980,71017,180,0,22,1,305,10,113,10,135,341,8237,15051,35,3282,196,28135,550,10384,585,13666,6527,194584,2952,3,441,49,4245,149,1004,152,1445,1852,72796,628,0,119,5,1324,45,622,45,741,1098,31064,5112,16,915,26,9683,382,4052,398,4967,4509,166062,172,0,70,1,1405,31,1194,31,1264,1460,42788,131,0,139,4,1150,1,881,1,1020,299,8939,6821,21,1589,74,18553,308,10430,329,12019,10406,410212
2020-05-08,1776,3,351,6,3078,60,1014,63,1365,1082,46103,154,0,26,0,382,2,204,2,230,505,16777,556,3,289,6,2558,52,1767,55,2056,817,47908,634,1,90,1,1126,14,417,15,507,1126,43980,8096,31,3797,111,26598,361,15071,392,18868,4827,221866,936,0,308,9,3116,25,1897,25,2205,890,82902,4398,6,549,52,7086,66,2209,72,2758,4159,169499,3325,11,1265,78,8723,139,4282,150,5547,2085,63531,32415,94,14839,634,80723,572,33901,666,48740,10993,466287,3265,6,954,18,6470,21,2278,27,3232,1487,72504,192,0,22,22,327,7,121,7,143,265,8502,14699,23,3305,233,28368,572,10956,595,14261,6599,201183,2811,2,443,11,4256,76,1080,78,1523,1928,74724,589,0,119,6,1330,36,658,36,777,1155,32219,4752,15,930,38,9721,147,4199,162,5129,4234,170296,142,1,71,1,1406,22,1216,23,1287,1435,44223,131,0,139,1,1151,8,889,8,1028,341,9280,6557,38,1627,65,18618,374,10804,412,12431,10737,420949
2020-05-09,1721,4,355,8,3086,41,1055,45,1410,1087,47190,152,1,27,0,382,6,210,7,237,656,17433,510,1,290,9,2567,37,1804,38,2094,950,48858,622,0,90,3,1129,10,427,10,517,1091,45071,7825,30,3827,121,26719,420,15491,450,19318,5500,227366,919,0,308,8,3124,50,1947,50,2255,5482,88384,4373,4,553,47,7133,26,2235,30,2788,4949,174448,3190,11,1276,15,8738,198,4480,209,5756,1395,64926,32251,85,14924,502,81225,2138,36039,2223,50963,11478,477765,3261,4,958,23,6493,27,2305,31,3263,1461,73965,204,0,22,20,347,0,120,0,142,189,8691,14285,26,3331,181,28549,328,11284,354,14615,4617,205800,2763,0,443,30,4286,34,1114,34,1557,1919,76643,557,0,119,4,1334,7,665,7,784,1111,33330,4614,7,937,24,9745,161,4360,168,5297,4300,174596,120,0,71,1,1407,9,1225,9,1296,1351,45574,124,0,139,1,1152,6,895,6,1034,163,9443,6198,16,1643,53,18671,347,11151,363,12794,11165,432114
2020-05-10,1693,4,359,17,3103,18,1073,22,1432,920,48110,148,0,27,3,385,5,215,5,242,483,17916,474,0,290,2,2569,16,1820,16,2110,713,49571,615,1,91,3,1132,18,445,19,536,1040,46111,7452,18,3845,77,26796,269,15760,287,19605,4271,231637,875,2,310,6,3130,22,1969,24,2279,1065,89449,4375,4,557,32,7165,87,2322,91,2879,4121,178569,3031,5,1281,50,8788,127,4607,132,5888,2396,67322,30310,62,14986,282,81507,292,36331,354,51317,7369,485134,3270,2,960,40,6533,17,2322,19,3282,2402,76367,228,0,22,23,370,10,130,10,152,473,9164,14047,36,3367,116,28665,364,11648,400,15015,4570,210370,2756,5,448,27,4313,82,1196,87,1644,1756,78399,556,1,120,6,1340,40,705,41,825,716,34046,4475,5,942,29,9774,325,4685,330,5627,3612,178208,115,0,71,4,1411,2,1227,2,1298,1349,46923,123,0,139,5,1157,10,905,10,1044,390,9833,5886,14,1657,51,18722,323,11474,337,13131,7408,439522
2020-05-11,1675,7,366,4,3107,59,1132,66,1498,793,48903,144,0,27,1,386,2,217,2,244,350,18266,461,0,290,3,2572,15,1835,15,2125,448,50019,598,2,93,2,1134,28,473,30,566,1154,47265,7245,22,3867,80,26876,209,15969,231,19836,2982,234619,859,2,312,8,3138,27,1996,29,2308,1411,90860,4309,5,562,25,7190,12,2334,17,2896,2829,181398,2943,12,1293,44,8832,88,4695,100,5988,1492,68814,30320,68,15054,364,81871,75,36406,143,51460,7508,492642,3261,4,964,10,6543,30,2352,34,3316,1463,77830,231,0,22,13,383,2,132,2,154,226,9390,13758,33,3400,111,28776,390,12038,423,15438,3413,213783,2683,3,451,14,4327,136,1332,139,1783,1338,79737,518,0,120,3,1343,7,712,7,832,595,34641,4158,8,950,13,9787,79,4764,87,5714,1261,179469,114,0,71,1,1412,6,1233,6,1304,551,47474,114,0,139,1,1158,7,912,7,1051,230,10063,5568,9,1666,19,18741,141,11615,150,13281,6383,445905
2020-05-12,1617,4,370,8,3115,65,1197,69,1567,1392,50295,143,0,27,1,387,3,220,3,247,834,19100,446,0,290,0,2572,10,1845,10,2135,362,50381,572,0,93,4,1138,4,477,4,570,1155,48420,7067,18,3885,53,26929,274,16243,292,20128,4559,239178,840,1,313,10,3148,38,2034,39,2347,2191,93051,4314,4,566,22,7212,39,2373,43,2939,3687,185085,2874,8,1301,31,8863,88,4783,96,6084,1345,70159,31210,62,15116,1033,82904,707,37113,769,52229,20602,513244,3252,5,969,25,6568,39,2391,44,3360,1584,79414,232,0,22,3,386,6,138,6,160,591,9981,13448,28,3428,113,28889,239,12277,267,15705,4288,218071,2554,5,456,10,4337,128,1460,133,1916,1755,81492,512,0,120,1,1344,6,718,6,838,835,35476,4086,9,959,15,9802,238,5002,247,5961,5382,184851,115,0,71,7,1419,6,1239,6,1310,1775,49249,109,1,140,2,1160,4,916,5,1056,352,10415,5459,20,1686,41,18782,291,11906,311,13592,8284,454189
2020-05-13,1560,5,375,12,3127,66,1263,71,1638,1066,51361,142,0,27,2,389,11,231,11,258,578,19678,439,0,290,3,2575,27,1872,27,2162,800,51181,570,0,93,2,1140,19,496,19,589,1367,49787,6825,20,3905,50,26979,329,16572,349,20477,4705,243883,809,3,316,8,3156,27,2061,30,2377,1549,94600,4309,11,577,38,7250,65,2438,76,3015,3547,188632,2845,13,1314,67,8930,115,4898,128,6212,2015,72174,30835,69,15185,394,83298,968,38081,1037,53266,10919,524163,3228,2,971,20,6588,213,2604,215,3575,1436,80850,241,0,22,15,401,10,148,10,170,81,10062,13350,32,3460,169,29058,830,13107,862,16567,6717,224788,2432,4,460,11,4348,106,1566,110,2026,2221,83713,507,0,120,1,1345,16,734,16,854,1234,36710,3866,5,964,27,9829,300,5302,305,6266,4175,189026,109,1,72,0,1419,2,1241,3,1313,1482,50731,107,1,141,3,1163,13,929,14,1070,362,10777,5179,26,1712,31,18813,175,12081,201,13793,8965,463154
2020-05-14,1498,4,379,9,3136,12,1275,16,1654,1499,52860,131,0,27,0,389,4,235,4,262,607,20285,415,0,290,3,2578,36,1908,36,2198,834,52015,554,2,95,3,1143,28,524,30,619,1263,51050,6553,25,3930,77,27056,253,16825,278,20755,4708,248591,784,1,317,5,3161,13,2074,14,2391,2400,97000,4274,18,595,41,7291,162,2600,180,3195,4285,192917,2782,15,1329,65,8995,108,5006,123,6335,2074,74248,30320,111,15296,522,83820,487,38568,598,53864,14080,538243,3028,3,974,15,6603,121,2725,124,3699,1990,82840,233,0,22,2,403,4,152,4,174,165,10227,12639,33,3493,151,29209,718,13825,751,17318,7894,232682,2331,1,461,9,4357,77,1643,78,2104,1864,85577,491,5,125,0,1345,21,755,26,880,1324,38034,3591,9,973,30,9859,196,5498,205,6471,4156,193182,107,1,73,1,1420,14,1255,15,1328,1516,52247,96,0,141,3,1166,16,945,16,1086,323,11100,5010,31,1743,32,18845,303,12384,334,14127,11334,474488
2020-05-15,1494,2,381,12,3148,38,1313,40,1694,1168,54028,127,0,27,0,389,7,242,7,269,566,20851,379,0,290,0,2578,21,1929,21,2219,924,52939,525,0,95,1,1144,20,544,20,639,1651,52701,6329,13,3943,54,27110,341,17166,354,21109,4906,253497,784,1,318,14,3175,42,2116,43,2434,3400,100400,4167,9,604,73,7364,72,2672,81,3276,4682,197599,2724,7,1336,65,9060,115,5121,122,6457,1764,76012,30021,115,15411,299,84119,2394,40962,2509,56373,12162,550405,2920,3,977,16,6619,122,2847,125,3824,1511,84351,233,0,22,4,407,6,158,6,180,241,10468,12025,64,3557,137,29346,851,14676,915,18233,6825,239507,2262,0,461,9,4366,81,1724,81,2185,2110,87687,468,0,125,3,1348,7,762,7,887,1810,39844,3410,3,976,24,9883,241,5739,244,6715,4183,197365,94,0,73,2,1422,4,1259,4,1332,1554,53801,86,1,142,6,1172,8,953,9,1095,313,11413,4720,19,1762,44,18889,304,12688,323,14450,10151,484639
2020-05-16,1484,2,383,30,3178,59,1372,61,1755,1644,55672,121,0,27,1,390,8,250,8,277,645,21496,358,0,290,0,2578,16,1945,16,2235,764,53703,512,0,95,7,1151,38,582,38,677,1390,54091,6047,17,3960,72,27182,204,17370,221,21330,4777,258274,749,1,319,8,3183,68,2184,69,2503,1294,101694,4118,12,616,32,7396,86,2758,98,3374,4339,201938,2653,10,1346,51,9111,111,5232,121,6578,2056,78068,27911,39,15450,399,84518,427,41389,466,56839,14145,564550,2818,5,982,23,6642,156,3003,161,3985,2860,87211,230,0,22,3,410,15,173,15,195,391,10859,11247,37,3594,137,29483,511,15187,548,18781,5568,245075,2189,2,463,8,4374,83,1807,85,2270,1924,89611,465,0,125,4,1352,50,812,50,937,1413,41257,3196,3,979,30,9913,252,5991,255,6970,3338,200703,90,0,73,0,1422,9,1268,9,1341,1369,55170,78,0,142,1,1173,3,956,3,1098,422,11835,4436,21,1783,39,18928,295,12983,316,14766,12406,497045
2020-05-17,1431,2,385,8,3186,7,1379,9,1764,1545,57217,115,0,27,2,392,11,261,11,288,671,22167,345,0,290,3,2581,32,1977,32,2267,725,54428,474,0,95,0,1151,52,634,52,729,1213,55304,5876,13,3973,50,27232,233,17603,246,21576,2832,261106,688,0,319,8,3191,34,2218,34,2537,2362,104056,4070,6,622,50,7446,156,2914,162,3536,4228,206166,2580,9,1355,48,9159,116,5348,125,6703,2086,80154,27771,69,15519,326,84844,506,41895,575,57414,11809,576359,2682,2,984,25,6667,115,3118,117,4102,1445,88656,216,0,22,1,411,0,173,0,195,226,11085,10763,18,3612,64,29547,509,15696,527,19308,4296,249371,2109,7,470,5,4379,85,1892,92,2362,1424,91035,416,0,125,1,1353,11,823,11,948,992,42249,2976,5,984,35,9948,171,6162,176,7146,3319,204022,83,0,73,2,1424,5,1273,5,1346,786,55956,75,1,143,0,1173,6,962,7,1105,334,12169,4133,11,1794,13,18941,123,13106,134,14900,9543,506588
