Date,Code,Confirmed,Deaths,ICU,incidenceRate,populationBaseline,Recovered,susceptiblePopulation,susceptibleRate,Tested,TestedPositive,totalPopulation,region,populationDensity,airPassengersArrived,airPassengersDeparted,touristArrivals,broadbandAccess,deathRateDiabetes,deathRateInfluenza,deathRateChd,deathRateCancer,deathRatePneumonia,availableBeds,maritimePassengersDisembarked,maritimePassengersEmbarked,riskOfPovertyOrSocialExclusion,railTravelers
2020-03-11,CAM,27,1,11,4.660427708596154e-6,5792510.292713464,4,5793306.675428187,0.9999735909096513,1375,154,5793459.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,146277.7713260274
2020-03-11,EMR,206,28,104,4.626056347073293e-5,4452419.470495667,38,4451410.983224974,0.9996348559407602,6640,1739,4453036.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,62172.227005870845
2020-03-11,FVG,10,3,5,8.2406950777475e-6,1213296.803399983,10,1213369.8701692268,0.999901111659067,2073,126,1213489.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,13081.323405088064
2020-03-11,LAZ,34,0,18,5.791438502654833e-6,5869777.815972729,19,5870590.87604404,0.999975471554577,3591,150,5870734.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,257924.80814090016
2020-03-11,LIG,53,0,34,3.4228174425806255e-5,1548185.9706260192,5,1548245.982981855,0.9998798784822037,1025,194,1548431.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,68794.53776908023
2020-03-11,LOM,1489,149,560,1.4822286962826726e-4,10044652.223111026,900,10039020.258827126,0.9993367300333559,25629,7280,10045683.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,281131.0728767123
2020-03-11,MAR,85,5,66,5.5807639171928075e-5,1522857.1193847172,0,1522627.9760116576,0.9996973256275499,1656,479,1523088.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,15789.667788649705
2020-03-11,MOL,1,0,3,3.276718231629713e-6,305133.33319455973,0,305167.3967129479,0.9999475725082939,233,16,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,2294.225653798256
2020-03-11,PIE,48,4,75,1.1033964749998951e-5,4349511.589763587,0,4349724.218298283,0.9998896603525,2431,501,4350204.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,69439.26301369864
2020-03-11,PUG,18,2,4,4.473904097471693e-6,4022676.655773532,1,4023259.660187401,0.9999821043836101,909,77,4023331.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,19866.517359900376
2020-03-11,SAR,17,0,0,1.038317088135494e-5,1636996.1975472614,0,1637227.7810821356,0.9999774013339641,283,37,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,6659.03964774951
2020-03-11,SIC,21,0,1,4.206059034430059e-6,4991978.21600068,2,4992714.254650421,0.9999833760523877,1194,83,4992797.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,13824.625831702542
2020-03-11,TN,25,0,4,4.626799562167935e-5,540241.6630125608,3,540253.3009799281,0.9998574945734853,527,77,540330.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,5271.959383561644
2020-03-11,TOS,56,0,54,1.5036187027685815e-5,3723738.5025999555,5,3724029.4599445574,0.9999143474346102,2804,320,3724348.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,121353.80313111545
2020-03-11,UMB,9,0,5,1.0218405766527557e-5,880619.1307342176,2,880717.6147589,0.9999477725927488,340,46,880763.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,10783.836555772994
2020-03-11,VDA,3,1,0,2.3906914585244724e-5,125467.12208164968,0,125467.70759260548,0.9998485895409601,99,20,125486.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,4554.846575342465
2020-03-11,VEN,167,3,68,3.4089531180285065e-5,4898090.038138787,54,4897870.672465217,0.9997970958443521,21400,1023,4898864.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,68521.2106849315
2020-03-12,ABR,46,1,12,3.5122087063382904e-5,1309498.9340632276,4,1309635.1565284922,0.9999373910621914,867,84,1309717.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,4973.597633872975
2020-03-12,BAS,0,0,1,0,561975.9035035875,0,562062.4127205629,0.9999857669078127,155,8,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,1395.355616438356
2020-03-12,BZ,29,1,4,5.4673306931141544e-5,530335.1871771737,0,530320.3752775213,0.9998058154960722,607,125,530423.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,8728.350456621005
2020-03-12,CAL,14,0,2,7.200281409491038e-6,1944041.5140376242,1,1944335.4494811445,0.9999830279081062,483,33,1944368.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,7736.130575342466
2020-03-12,CAM,25,0,11,4.315210841292735e-6,5792486.535143231,4,5793281.675428187,0.99996927569881,1551,179,5793459.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,118727.69780273973
2020-03-12,EMR,208,33,112,4.6710041307746894e-5,4452401.209212919,43,4451202.983224974,0.9995955539211767,7600,1947,4453003.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,53029.25244618395
2020-03-12,FVG,41,2,10,3.3786905504281926e-5,1213291.8271491758,11,1213328.8701692268,0.9998689727323127,2604,167,1213487.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,11126.6428962818
2020-03-12,LAZ,50,3,20,8.516825679610534e-6,5869753.741495227,19,5870540.87604404,0.9999674657259039,5592,200,5870731.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,217199.83843444227
2020-03-12,LIG,80,3,36,5.166526904317023e-5,1548179.6208510385,20,1548165.982981855,0.9998301504280206,1174,274,1548428.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,57615.42538160469
2020-03-12,LOM,1445,127,605,1.4384469737355407e-4,10044611.025682174,1085,10037575.258827126,0.9992055193565824,29534,8725,10045556.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,241597.01575342467
2020-03-12,MAR,113,4,76,7.419152692051445e-5,1522850.873494224,0,1522514.9760116576,0.9996257595544717,1907,592,1523084.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,13296.562348336594
2020-03-12,MOL,0,0,3,0,305132.0817118299,0,305167.3967129479,0.9999475725082939,238,16,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,1994.9788293897882
2020-03-12,PIE,79,5,97,1.8160087857057572e-5,4349493.750550214,0,4349645.218298283,0.9998726495104707,2879,580,4350199.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,59023.37356164385
2020-03-12,PUG,27,0,2,6.710856146207539e-6,4022660.157050466,1,4023232.660187401,0.9999753935274639,1269,104,4023331.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,17176.2598007472
2020-03-12,SAR,2,0,0,1.2215495154535222e-6,1636989.4835234324,0,1637225.7810821356,0.9999761797844486,302,39,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,5696.286927592955
2020-03-12,SIC,32,2,5,6.409235381762221e-6,4991957.741755995,2,4992682.254650421,0.9999773673875582,1477,115,4992795.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,11981.342387475537
2020-03-12,TN,30,1,5,5.5521697501121496e-5,540239.4472496872,4,540223.3009799281,0.999803823335496,593,107,540329.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,4184.094748858448
2020-03-12,TOS,44,4,59,1.1814159638889848e-5,3723723.2299505277,7,3723985.4599445574,0.9999036071974918,3165,364,3724344.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,102192.67632093934
2020-03-12,UMB,18,0,8,2.0436811533055114e-5,880615.5189372953,2,880699.6147589,0.9999273357812158,458,64,880763.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,9197.978238747553
2020-03-12,VDA,7,0,0,5.578280069890436e-5,125466.60748714501,0,125460.70759260548,0.9997928067402612,118,27,125486.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,3835.6602739726027
2020-03-12,VEN,361,3,85,7.369058857674108e-5,4898069.948969807,55,4897509.672465217,0.9997240175186821,23438,1384,4898861.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,56822.467397260276
2020-03-13,ABR,5,0,14,3.817618159063359e-6,1309493.5632462027,4,1309630.1565284922,0.9999335734440323,958,89,1309717.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,3836.7753175591524
2020-03-13,BAS,2,0,1,3.5582730468225403e-6,561973.5985992675,0,562060.4127205629,0.9999822086347658,155,10,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,1220.9361643835614
2020-03-13,BZ,21,1,5,3.959109000447545e-5,530333.0120450081,0,530299.3752775213,0.9997681093299738,811,160,530422.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,6458.979337899544
2020-03-13,CAL,5,0,3,2.571529074818228e-6,1944033.5406892013,1,1944330.4494811445,0.9999804563790314,504,38,1944368.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,6514.636273972603
2020-03-13,CAM,41,1,19,7.076947001260822e-6,5792462.7776704375,5,5793240.675428187,0.9999623713549689,1671,220,5793458.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,91177.62427945207
2020-03-13,EMR,316,55,128,7.09642084808127e-5,4452382.948005067,51,4450886.983224974,0.9995369360826347,8787,2263,4452948.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,43886.27788649707
2020-03-13,FVG,90,2,8,7.416650017313267e-5,1213286.8509187782,11,1213238.8701692268,0.999796454160636,3149,257,1213485.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,9171.96238747554
2020-03-13,LAZ,77,2,24,1.3115916014839034e-5,5869729.667116466,24,5870463.87604404,0.9999546904719487,6491,277,5870729.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,176474.86872798434
2020-03-13,LIG,71,6,44,4.585310395178499e-5,1548173.271102101,24,1548094.982981855,0.9997881715761101,1442,345,1548422.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,46436.31299412915
2020-03-13,LOM,1095,146,650,1.0900500544891126e-4,10044569.82842229,1198,10036480.258827126,0.9991110368048778,32700,9820,10045410.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,202062.958630137
2020-03-13,MAR,133,5,85,8.73230572883469e-5,1522844.6276293476,0,1522381.9760116576,0.9995417180903213,2218,725,1523079.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,10803.456908023483
2020-03-13,MOL,1,0,3,3.276718231629713e-6,305130.8302342329,0,305166.3967129479,0.9999442957900623,243,17,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,1695.73200498132
2020-03-13,PIE,260,20,135,5.9767652538625204e-5,4349475.911410008,0,4349385.218298283,0.9998174787841705,3105,840,4350179.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,48607.48410958905
2020-03-13,PUG,25,0,2,6.2137556909329065e-6,4022643.6583950687,3,4023207.660187401,0.999969179771773,1449,129,4023331.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,14486.002241594026
2020-03-13,SAR,4,0,0,2.4430990309070444e-6,1636982.7695271405,0,1637221.7810821356,0.9999737366854178,504,43,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,4733.534207436399
2020-03-13,SIC,15,0,7,3.0043290852010413e-6,4991937.267595284,2,4992667.254650421,0.999974363058473,1950,130,4992795.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,10138.058943248532
2020-03-13,TN,56,1,6,1.0364069381233514e-4,540237.2314959012,4,540167.3009799281,0.9997020330052895,846,163,540328.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,3096.2301141552516
2020-03-13,TOS,106,0,77,2.8461384584598272e-5,3723707.9573637396,10,3723879.4599445574,0.9998751458129072,4049,470,3724344.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,83031.54951076322
2020-03-13,UMB,12,1,10,1.3624556491064146e-5,880611.9071551865,2,880687.6147589,0.9999148465219309,576,76,880762.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,7612.119921722114
2020-03-13,VDA,1,0,0,7.968971528414908e-6,125466.09289475092,0,125459.70759260548,0.9997848377687328,189,28,125486.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,3116.4739726027397
2020-03-13,VEN,211,10,107,4.3071318363435944e-5,4898049.85988322,100,4897298.672465217,0.9996829869316662,25691,1595,4898851.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,45123.72410958904
2020-03-14,ABR,23,0,14,1.7561043531691452e-5,1309488.1924512058,4,1309607.1565284922,0.9999160124005007,1232,112,1309717.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,2699.9530012453297
2020-03-14,BAS,0,0,2,0,561971.293704401,0,562060.4127205629,0.9999822086347658,155,10,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,1046.516712328767
2020-03-14,BZ,48,1,7,9.049409061783372e-5,530330.8369217637,0,530251.3752775213,0.9996795000957285,1135,173,530421.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,4189.608219178082
2020-03-14,CAL,22,0,4,1.1314727929200202e-5,1944025.5673734806,1,1944308.4494811445,0.9999691416511022,711,60,1944368.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,5293.14197260274
2020-03-14,CAM,52,4,17,8.975646296250129e-6,5792439.0202950835,23,5793188.675428187,0.9999540861170231,1936,272,5793454.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,63627.55075616438
2020-03-14,EMR,381,40,152,8.556204526867842e-5,4452364.686872113,54,4450505.983224974,0.9994603527696047,10043,2644,4452908.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,34743.30332681018
2020-03-14,FVG,44,3,11,3.6259267503186065e-5,1213281.8747087903,17,1213194.8701692268,0.9997626666127064,3376,301,1213482.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,7217.281878669277
2020-03-14,LAZ,80,2,25,1.3626930372032095e-5,5869705.592836443,24,5870383.87604404,0.9999414041994003,7335,357,5870727.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,135749.89902152642
2020-03-14,LIG,118,10,62,7.620705929032033e-5,1548166.9213792067,52,1547976.982981855,0.9997184213741477,1750,463,1548412.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,35257.20060665361
2020-03-14,LOM,1865,76,732,1.85658331713668e-4,10044528.631331373,1660,10034615.258827126,0.9989329374489873,37138,11685,10045334.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,162528.90150684933
2020-03-14,MAR,174,9,93,1.1424287031956953e-4,1522838.3817900885,0,1522207.9760116576,0.9994333816259438,2561,899,1523070.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,8310.351467710372
2020-03-14,MOL,0,0,3,0,305129.5787617687,0,305166.3967129479,0.9999442957900623,247,17,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,1396.4851805728517
2020-03-14,PIE,33,13,150,7.5859170302943234e-6,4349458.072342967,0,4349352.218298283,0.9998128807132527,3680,873,4350166.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,38191.594657534246
2020-03-14,PUG,37,3,6,9.196365279856753e-6,4022627.1598073393,2,4023170.660187401,0.9999607290347509,1681,166,4023328.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,11795.744682440849
2020-03-14,SAR,4,0,0,2.4430990309070444e-6,1636976.0555583856,0,1637217.7810821356,0.9999712935863868,530,47,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,3770.781487279844
2020-03-14,SIC,26,0,11,5.207503747681805e-6,4991916.793518546,4,4992641.254650421,0.9999691555547253,2100,156,4992795.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,8294.775499021525
2020-03-14,TN,43,0,12,7.958124703447164e-5,540235.015751203,5,540124.3009799281,0.999622451758255,1006,206,540328.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,2008.365479452055
2020-03-14,TOS,160,1,87,4.2960592040128824e-5,3723692.684839591,10,3723719.4599445574,0.9998324536910435,4595,630,3724343.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,63870.422700587085
2020-03-14,UMB,31,0,11,3.519677093524904e-5,880608.2953878912,3,880656.6147589,0.9998796497509956,748,107,880762.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,6026.261604696674
2020-03-14,VDA,14,0,0,1.1156560139780872e-4,125465.57830446739,0,125445.70759260548,0.999673272167335,231,42,125486.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,2397.2876712328766
2020-03-14,VEN,342,13,119,6.98124643136895e-5,4898029.770879027,107,4896956.672465217,0.9996158273162621,26980,1937,4898838.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,33424.98082191781
2020-03-15,ABR,25,1,28,1.9088105369536333e-5,1309482.8216782368,6,1309582.1565284922,0.9998976877552193,1419,137,1309716.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,1563.130684931507
2020-03-15,BAS,1,0,2,1.7791365234112701e-6,561968.9888189879,0,562059.4127205629,0.9999804294982425,208,11,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,872.0972602739726
2020-03-15,BZ,31,2,4,5.844432056008598e-5,530328.6618074405,0,530220.3752775213,0.9996248251680175,1497,204,530419.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,4189.608219178082
2020-03-15,CAL,8,1,6,4.114448635794023e-6,1944017.594090462,1,1944300.4494811445,0.9999655414926752,884,68,1944367.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,4071.6476712328767
2020-03-15,CAM,61,3,22,1.0529128992085978e-5,5792415.263017168,28,5793127.675428187,0.9999440747902716,2213,333,5793451.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,36077.477232876714
2020-03-15,EMR,449,43,169,1.0083393519847484e-4,4452346.425814055,68,4450056.983224974,0.9993691703252282,12054,3093,4452865.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,25600.32876712329
2020-03-15,FVG,46,1,12,3.790744726460977e-5,1213276.898519212,17,1213148.8701692268,0.9997255830448019,3407,347,1213481.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,5262.601369863014
2020-03-15,LAZ,79,3,31,1.3456600618837683e-5,5869681.51865516,24,5870304.87604404,0.9999284585789885,8345,436,5870724.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,95024.9293150685
2020-03-15,LIG,96,6,66,6.199920373332814e-5,1548160.5716823551,33,1547880.982981855,0.9996602960295444,1973,559,1548406.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,24078.088219178084
2020-03-15,LOM,1587,252,767,1.579877555114516e-4,10044487.434409423,2011,10033028.258827126,0.998800009826758,40369,13272,10045082.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,122994.84438356163
2020-03-15,MAR,234,10,98,1.5363797227131433e-4,1522832.135976446,0,1521973.9760116576,0.9992863056587226,2946,1133,1523060.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,5817.246027397261
2020-03-15,MOL,0,0,4,0,305128.3272944374,0,305166.3967129479,0.9999442957900623,248,17,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,1097.2383561643835
2020-03-15,PIE,238,22,171,5.471082981545433e-5,4349440.233349092,0,4349114.218298283,0.9997632262407147,4375,1111,4350144.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,27775.70520547945
2020-03-15,PUG,64,8,6,1.590725806006697e-5,4022610.6612872775,2,4023106.660187401,0.9999468101058616,2017,230,4023320.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,9105.487123287672
2020-03-15,SAR,30,2,0,1.8323265114578457e-5,1636969.3416171675,0,1637187.7810821356,0.9999541918372136,613,77,1637262.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,2808.0287671232877
2020-03-15,SIC,32,0,15,6.409235381762221e-6,4991896.319525781,7,4992609.254650421,0.9999627463193435,2452,188,4992795.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,6451.492054794521
2020-03-15,TN,172,4,19,3.183273446855196e-4,540232.8000155926,5,539952.3009799281,0.9993115245800988,1006,378,540324.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,2008.365479452055
2020-03-15,TOS,151,2,107,4.054408051034286e-5,3723677.4123780816,10,3723568.4599445574,0.9997924465282484,5132,781,3724341.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,44709.29589041096
2020-03-15,UMB,36,0,13,4.087366947319243e-5,880604.6836354093,3,880620.6147589,0.9998387760815224,965,143,880762.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,4440.403287671233
