Date,Code,Confirmed,Deaths,ICU,incidenceRate,populationBaseline,Recovered,susceptiblePopulation,susceptibleRate,Tested,TestedPositive,totalPopulation,region,populationDensity,airPassengersArrived,airPassengersDeparted,touristArrivals,broadbandAccess,deathRateDiabetes,deathRateInfluenza,deathRateChd,deathRateCancer,deathRatePneumonia,availableBeds,maritimePassengersDisembarked,maritimePassengersEmbarked,riskOfPovertyOrSocialExclusion,railTravelers
2020-02-17,LOM,0,0,NA,0,10045599.810611492,NA,10046300.258827126,1,NA,0,10046300.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,614974.2219178082
2020-02-17,MAR,0,0,NA,0,1523000.7819366173,NA,1523106.9760116576,1,NA,0,1523106.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,29086.2301369863
2020-02-17,MOL,0,0,NA,0,305162.11871406675,NA,305183.3967129479,1,NA,0,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,4388.953424657534
2020-02-17,PIE,0,0,NA,0,4349921.91186574,NA,4350225.218298283,1,NA,0,4350225.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,138878.52602739725
2020-02-17,PUG,0,0,NA,0,4023056.145081152,NA,4023336.660187401,1,NA,0,4023336.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,45527.43561643836
2020-02-17,SAR,0,0,NA,0,1637150.6276958266,NA,1637264.7810821356,1,NA,0,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,11232.11506849315
2020-02-17,SIC,0,0,NA,0,4992449.1468059495,NA,4992797.254650421,1,NA,0,4992797.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,32257.460273972603
2020-02-17,TN,0,0,NA,0,540292.628066973,NA,540330.3009799281,1,NA,0,540330.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,10778.228073059361
2020-02-17,TOS,0,0,NA,0,3724089.7908259374,NA,3724349.4599445574,1,NA,0,3724349.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,223546.4794520548
2020-02-17,UMB,0,0,NA,0,880702.2061521038,NA,880763.6147589,1,NA,0,880763.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,23830.16431050228
2020-02-17,VDA,0,0,NA,0,125478.95833779505,NA,125487.70759260548,1,NA,0,125487.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,9005.810684931506
2020-02-17,VEN,0,0,NA,0,4898552.111766943,NA,4898893.672465217,1,NA,0,4898893.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,179380.73041095887
2020-02-18,ABR,0,0,NA,0,1309622.4689347427,NA,1309719.1565284922,1,NA,0,1309719.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,15631.306849315068
2020-02-18,BAS,0,0,NA,0,562028.9189121744,NA,562070.4127205629,1,NA,0,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,3488.38904109589
2020-02-18,BZ,0,0,NA,0,530385.217679302,NA,530424.3752775213,1,NA,0,530424.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,22623.884383561646
2020-02-18,CAL,0,0,NA,0,1944224.9100774445,NA,1944368.4494811445,1,NA,0,1944368.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,20358.238356164384
2020-02-18,CAM,0,0,NA,0,5793032.983911729,NA,5793460.675428187,1,NA,0,5793460.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,327977.06575342466
2020-02-18,EMR,0,0,NA,0,4452821.237665791,NA,4453149.983224974,1,NA,0,4453149.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,128001.64383561644
2020-02-18,FVG,0,0,NA,0,1213406.2860815795,NA,1213495.8701692268,1,NA,0,1213495.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,21050.405479452056
2020-02-18,LAZ,0,0,NA,0,5870307.47945974,NA,5870737.87604404,0.9999994889912426,NA,3,5870740.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,475124.64657534246
2020-02-18,LIG,0,0,NA,0,1548325.6722647266,NA,1548439.982981855,1,NA,0,1548439.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,120390.4410958904
2020-02-18,LOM,0,0,NA,0,10045558.609296177,NA,10046300.258827126,1,NA,0,10046300.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,614974.2219178082
2020-02-18,MAR,0,0,NA,0,1522994.5354569023,NA,1523106.9760116576,1,NA,0,1523106.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,29086.2301369863
2020-02-18,MOL,0,0,NA,0,305160.8671132751,NA,305183.3967129479,1,NA,0,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,4388.953424657534
2020-02-18,PIE,0,0,NA,0,4349904.0709694605,NA,4350225.218298283,1,NA,0,4350225.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,138878.52602739725
2020-02-18,PUG,0,0,NA,0,4023039.6448016376,NA,4023336.660187401,1,NA,0,4023336.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,45527.43561643836
2020-02-18,SAR,0,0,NA,0,1637143.9130386133,NA,1637264.7810821356,1,NA,0,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,11232.11506849315
2020-02-18,SIC,0,0,NA,0,4992428.670629775,NA,4992797.254650421,1,NA,0,4992797.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,32257.460273972603
2020-02-18,TN,0,0,NA,0,540290.4120950697,NA,540330.3009799281,1,NA,0,540330.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,10845.173589041098
2020-02-18,TOS,0,0,NA,0,3724074.516735726,NA,3724349.4599445574,1,NA,0,3724349.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,223546.4794520548
2020-02-18,UMB,0,0,NA,0,880698.5940144536,NA,880763.6147589,1,NA,0,880763.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,23978.177753424658
2020-02-18,VDA,0,0,NA,0,125478.44369474481,NA,125487.70759260548,1,NA,0,125487.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,9061.747397260275
2020-02-18,VEN,0,0,NA,0,4898532.0207028,NA,4898893.672465217,1,NA,0,4898893.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,180494.89643835617
2020-02-19,ABR,0,0,NA,0,1309617.0976110483,NA,1309719.1565284922,1,NA,0,1309719.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,15631.306849315068
2020-02-19,BAS,0,0,NA,0,562026.6137904156,NA,562070.4127205629,1,NA,0,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,3488.38904109589
2020-02-19,BZ,0,0,NA,0,530383.0423419399,NA,530424.3752775213,1,NA,0,530424.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,22763.53799086758
2020-02-19,CAL,0,0,NA,0,1944216.935976836,NA,1944368.4494811445,1,NA,0,1944368.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,20358.238356164384
2020-02-19,CAM,0,0,NA,0,5793009.224197715,NA,5793460.675428187,1,NA,0,5793460.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,327977.06575342466
2020-02-19,EMR,0,0,NA,0,4452802.974735223,NA,4453149.983224974,1,NA,0,4453149.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,128001.64383561644
2020-02-19,FVG,0,0,NA,0,1213401.3093817367,NA,1213495.8701692268,1,NA,0,1213495.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,21050.405479452056
2020-02-19,LAZ,0,0,NA,0,5870283.402809862,NA,5870737.87604404,0.9999994889912426,NA,3,5870740.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,475124.64657534246
2020-02-19,LIG,0,0,NA,0,1548319.3219167695,NA,1548439.982981855,1,NA,0,1548439.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,120390.4410958904
2020-02-19,LOM,0,0,NA,0,10045517.408149846,NA,10046300.258827126,1,NA,0,10046300.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,614974.2219178082
2020-02-19,MAR,0,0,NA,0,1522988.2890028069,NA,1523106.9760116576,1,NA,0,1523106.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,29086.2301369863
2020-02-19,MOL,0,0,NA,0,305159.6155176168,NA,305183.3967129479,1,NA,0,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,4388.953424657534
2020-02-19,PIE,0,0,NA,0,4349886.230146354,NA,4350225.218298283,1,NA,0,4350225.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,138878.52602739725
2020-02-19,PUG,0,0,NA,0,4023023.144589798,NA,4023336.660187401,1,NA,0,4023336.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,45527.43561643836
2020-02-19,SAR,0,0,NA,0,1637137.1984089396,NA,1637264.7810821356,1,NA,0,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,11232.11506849315
2020-02-19,SIC,0,0,NA,0,4992408.194537583,NA,4992797.254650421,1,NA,0,4992797.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,32257.460273972603
2020-02-19,TN,0,0,NA,0,540288.196132255,NA,540330.3009799281,1,NA,0,540330.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,10912.119105022832
2020-02-19,TOS,0,0,NA,0,3724059.24270816,NA,3724349.4599445574,1,NA,0,3724349.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,223546.4794520548
2020-02-19,UMB,0,0,NA,0,880694.9818916183,NA,880763.6147589,1,NA,0,880763.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,24126.19119634703
2020-02-19,VDA,0,0,NA,0,125477.92905380535,NA,125487.70759260548,1,NA,0,125487.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,9117.684109589041
2020-02-19,VEN,0,0,NA,0,4898511.929721059,NA,4898893.672465217,1,NA,0,4898893.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,181609.0624657534
2020-02-20,ABR,0,0,NA,0,1309611.726309384,NA,1309719.1565284922,1,NA,0,1309719.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,15631.306849315068
2020-02-20,BAS,0,0,NA,0,562024.308678111,NA,562070.4127205629,1,NA,0,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,3488.38904109589
2020-02-20,BZ,0,0,NA,0,530380.8670134998,NA,530424.3752775213,1,NA,0,530424.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,22903.191598173515
2020-02-20,CAL,0,0,NA,0,1944208.9619089323,NA,1944368.4494811445,1,NA,0,1944368.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,20358.238356164384
2020-02-20,CAM,0,0,NA,0,5792985.464581149,NA,5793460.675428187,1,NA,0,5793460.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,327977.06575342466
2020-02-20,EMR,0,0,NA,0,4452784.711879559,NA,4453149.983224974,1,NA,0,4453149.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,128001.64383561644
2020-02-20,FVG,0,0,NA,0,1213396.3327023054,NA,1213495.8701692268,1,NA,0,1213495.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,21050.405479452056
2020-02-20,LAZ,0,0,NA,0,5870259.326258732,NA,5870737.87604404,0.9999994889912426,NA,3,5870740.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,475124.64657534246
2020-02-20,LIG,0,0,NA,0,1548312.971594858,NA,1548439.982981855,1,NA,0,1548439.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,120390.4410958904
2020-02-20,LOM,0,0,NA,0,10045476.207172498,NA,10046300.258827126,1,NA,0,10046300.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,614974.2219178082
2020-02-20,MAR,0,0,NA,0,1522982.0425743307,NA,1523106.9760116576,1,NA,0,1523106.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,29086.2301369863
2020-02-20,MOL,0,0,NA,0,305158.3639270918,NA,305183.3967129479,1,NA,0,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,4388.953424657534
2020-02-20,PIE,0,0,NA,0,4349868.389396421,NA,4350225.218298283,1,NA,0,4350225.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,138878.52602739725
2020-02-20,PUG,0,0,NA,0,4023006.6444456326,NA,4023336.660187401,1,NA,0,4023336.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,45527.43561643836
2020-02-20,SAR,0,0,NA,0,1637130.4838068055,NA,1637264.7810821356,1,NA,0,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,11232.11506849315
2020-02-20,SIC,0,0,NA,0,4992387.718529372,NA,4992797.254650421,1,NA,0,4992797.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,32257.460273972603
2020-02-20,TN,0,0,NA,0,540285.980178529,NA,540330.3009799281,1,NA,0,540330.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,10979.064621004567
2020-02-20,TOS,0,0,NA,0,3724043.9687432395,NA,3724349.4599445574,1,NA,0,3724349.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,223546.4794520548
2020-02-20,UMB,0,0,NA,0,880691.3697835979,NA,880763.6147589,1,NA,0,880763.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,24274.204639269406
2020-02-20,VDA,0,0,NA,0,125477.41441497665,NA,125487.70759260548,1,NA,0,125487.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,9173.620821917808
2020-02-20,VEN,0,0,NA,0,4898491.83882172,NA,4898893.672465217,1,NA,0,4898893.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,182723.22849315067
2020-02-21,ABR,0,0,NA,0,1309606.3550297497,NA,1309719.1565284922,1,NA,0,1309719.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,15631.306849315068
2020-02-21,BAS,0,0,NA,0,562022.0035752606,NA,562070.4127205629,1,NA,0,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,3488.38904109589
2020-02-21,BZ,0,0,NA,0,530378.6916939818,NA,530424.3752775213,1,NA,0,530424.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,23042.845205479454
2020-02-21,CAL,0,0,NA,0,1944200.987873734,NA,1944368.4494811445,1,NA,0,1944368.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,20358.238356164384
2020-02-21,CAM,0,0,NA,0,5792961.705062032,NA,5793460.675428187,1,NA,0,5793460.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,327977.06575342466
2020-02-21,EMR,0,0,NA,0,4452766.449098798,NA,4453149.983224974,1,NA,0,4453149.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,128001.64383561644
2020-02-21,FVG,0,0,NA,0,1213391.3560432857,NA,1213495.8701692268,1,NA,0,1213495.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,21050.405479452056
2020-02-21,LAZ,0,0,NA,0,5870235.24980635,NA,5870737.87604404,0.9999994889912426,NA,3,5870740.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,475124.64657534246
2020-02-21,LIG,0,0,NA,0,1548306.6212989918,NA,1548439.982981855,1,NA,0,1548439.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,120390.4410958904
2020-02-21,LOM,15,0,NA,1.4930869686898252e-6,10045435.006364133,NA,10046285.258827126,0.9999985069130313,NA,15,10046300.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,614974.2219178082
2020-02-21,MAR,0,0,NA,0,1522975.7961714738,NA,1523106.9760116576,1,NA,0,1523106.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,29086.2301369863
2020-02-21,MOL,0,0,NA,0,305157.1123417002,NA,305183.3967129479,1,NA,0,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,4388.953424657534
2020-02-21,PIE,0,0,NA,0,4349850.548719659,NA,4350225.218298283,1,NA,0,4350225.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,138878.52602739725
2020-02-21,PUG,0,0,NA,0,4022990.1443691417,NA,4023336.660187401,1,NA,0,4023336.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,45527.43561643836
2020-02-21,SAR,0,0,NA,0,1637123.769232211,NA,1637264.7810821356,1,NA,0,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,11232.11506849315
2020-02-21,SIC,0,0,NA,0,4992367.242605141,NA,4992797.254650421,1,NA,0,4992797.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,32257.460273972603
2020-02-21,TN,0,0,NA,0,540283.7642338916,NA,540330.3009799281,1,NA,0,540330.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,11046.010136986302
2020-02-21,TOS,0,0,NA,0,3724028.694840964,NA,3724349.4599445574,1,NA,0,3724349.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,223546.4794520548
2020-02-21,UMB,0,0,NA,0,880687.7576903923,NA,880763.6147589,1,NA,0,880763.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,24422.218082191783
2020-02-21,VDA,0,0,NA,0,125476.89977825871,NA,125487.70759260548,1,NA,0,125487.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,9229.557534246576
2020-02-21,VEN,2,1,NA,4.082555250171589e-7,4898471.748004783,NA,4898891.672465217,0.9999997958722375,NA,2,4898892.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,183837.39452054794
2020-02-22,ABR,0,0,NA,0,1309600.9837721454,NA,1309719.1565284922,1,NA,0,1309719.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,17194.437534246576
2020-02-22,BAS,0,0,NA,0,562019.6984818645,NA,562070.4127205629,1,NA,0,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,3895.3677625570776
2020-02-22,BZ,0,0,NA,0,530376.5163833855,NA,530424.3752775213,1,NA,0,530424.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,23042.845205479454
