date,code,deaths,incidenceRate,populationBaseline,recovered,susceptiblePopulation,susceptibleRate,tested,testedPositive,totalPopulation,region,touristArrivals,broadbandAccess,dischargeRateDiabetes,dischargeRateHypertension,dischargeRateCancer,dischargeRateChd,dischargeRateTB,availableBeds,riskOfPovertyOrSocialExclusion,medianAge,populationDensity,railTravelers
2020-06-15,MOL,0,0,305041,4,304713,0.9986366422070665,280,0,305129,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-2634786
2020-06-15,PIE,0,4.60217954621129e-7,4347781,46,4318720,0.9937762424906812,1229,2,4345767,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-711179
2020-06-15,PUG,2,2.486084144003938e-7,4021148,7,4018408,0.9990100412938576,1378,1,4022390,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-370998
2020-06-15,SAR,0,0,1636320,0,1635737,0.9992498312425739,365,0,1636965,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-1045581
2020-06-15,SIC,1,0,4990065,32,4989215,0.9994411063290201,889,0,4992005,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-370111
2020-06-15,TN,0,1.8522977753903718e-6,540053,0,535827,0.9925111600940967,396,1,539870,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-1095130
2020-06-15,TOS,3,2.1488739900292245e-6,3722303,15,3713780,0.9975556558363418,1582,8,3722880,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-6473252
2020-06-15,UMB,0,0,880229,2,879237,0.9984567270348719,259,0,880596,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-509891
2020-06-15,VDA,0,0,125364,0,124284,0.9916461210714029,53,0,125331,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-209452
2020-06-15,VEN,0,2.0423109647182613e-7,4896171,18,4879204,0.9964851828297199,4524,1,4896414,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-7175734
2020-06-16,ABR,1,7.63867245983586e-7,1309025,18,1306305,0.9978436027645884,1174,1,1309128,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-374596
2020-06-16,BAS,0,0,561789,1,561612,0.9993345029947365,433,0,561986,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-101014
2020-06-16,BZ,0,0,530146,1,527759,0.9956251721444769,316,0,530078,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-548859
2020-06-16,CAL,0,0,1943273,1,1943007,0.9994521807834278,889,0,1944072,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-6222340
2020-06-16,CAM,0,0,5790179,16,5788254,0.9992778514466364,1282,0,5792437,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-3578741
2020-06-16,EMR,2,2.922343881645972e-6,4450677,106,4424614,0.9946341270419315,6200,13,4448484,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-651597
2020-06-16,FVG,0,8.24383278869078e-7,1212811,1,1210074,0.9975647717942208,495,1,1213028,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-10911691
2020-06-16,LAZ,3,1.5333960889880864e-6,5867451,169,5862175,0.9987818019959706,2715,9,5869325,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-5048914
2020-06-16,LIG,4,2.5860642171466403e-6,1547609,4,1538390,0.994593832754055,1336,4,1546752,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-10439087
2020-06-16,LOM,9,1.4258924316720822e-5,10040675,877,9953376,0.9924785669920659,7044,143,10028807,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-1277900
2020-06-16,MAR,0,6.570457645515925e-7,1522279,16,1516188,0.99620490366395,1030,1,1521964,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-87649
2020-06-16,MOL,0,0,305040,5,304713,0.9986366422070665,243,0,305129,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-2496113
2020-06-16,PIE,6,6.673169555343702e-6,4347763,177,4318691,0.9937709413840292,3654,29,4345761,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-773930
2020-06-16,PUG,1,0,4021132,56,4018408,0.9990102896562217,2855,0,4022389,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-360971
2020-06-16,SAR,0,0,1636313,2,1635737,0.9992498312425739,1068,0,1636965,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-954661
2020-06-16,SIC,0,0,4990045,1,4989215,0.9994411063290201,2187,0,4992005,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-347680
2020-06-16,TN,0,0,540051,2,535827,0.9925111600940967,390,0,539870,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-869662
2020-06-16,TOS,3,8.058283956198392e-7,3722288,26,3713777,0.9975556538666198,3129,3,3722877,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-6250036
2020-06-16,UMB,0,1.1355945291597963e-6,880225,1,879236,0.9984555914403427,1200,1,880596,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-421214
2020-06-16,VDA,0,0,125363,2,124284,0.9916461210714029,114,0,125331,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-226208
2020-06-16,VEN,4,2.0423126331332548e-7,4896151,34,4879203,0.9964857926521676,9128,1,4896410,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-6007591
2020-06-17,ABR,0,0,1309020,31,1306305,0.9978436027645884,1517,0,1309128,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-358988
2020-06-17,BAS,0,0,561787,0,561612,0.9993345029947365,345,0,561986,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-73148
2020-06-17,BZ,0,0,530144,6,527759,0.9956251721444769,569,0,530078,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-609843
2020-06-17,CAL,0,0,1943265,3,1943007,0.9994521807834278,984,0,1944072,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-6549832
2020-06-17,CAM,1,1.7263893809098624e-7,5790155,15,5788253,0.9992778513219654,15545,1,5792436,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-3195304
2020-06-17,EMR,6,3.147143809635565e-6,4450659,68,4424600,0.9946323214366801,9546,14,4448478,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-693635
2020-06-17,FVG,0,1.648766557738156e-6,1212806,2,1210072,0.997563123027663,3624,2,1213028,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-12809377
2020-06-17,LAZ,4,1.7037745933473396e-6,5867427,96,5862165,0.9987807789010007,3601,10,5869321,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-5048914
2020-06-17,LIG,3,3.2325865411905875e-6,1547603,0,1538385,0.9945925292338964,1621,5,1546749,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-14123470
2020-06-17,LOM,14,2.4130520990910872e-5,10040634,489,9953134,0.992455821951854,11559,242,10028793,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-1335986
2020-06-17,MAR,0,6.570457645515925e-7,1522273,17,1516187,0.9962042466181854,1120,1,1521964,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-70119
2020-06-17,MOL,0,3.2773023868593284e-6,305039,4,304712,0.9986333649046797,267,1,305129,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-2218767
2020-06-17,PIE,8,9.434498463212245e-6,4347745,98,4318650,0.9937633362963795,4217,41,4345753,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-794847
2020-06-17,PUG,1,0,4021116,28,4018408,0.9990105380187093,2661,0,4022388,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-330890
2020-06-17,SAR,0,0,1636306,3,1635737,0.9992498312425739,1250,0,1636965,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-863741
2020-06-17,SIC,0,0,4990025,3,4989215,0.9994411063290201,1898,0,4992005,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-347680
2020-06-17,TN,0,1.8522977753903718e-6,540049,7,535826,0.9925093077963213,1145,1,539870,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-966291
2020-06-17,TOS,1,5.372190747153544e-7,3722273,20,3713775,0.9975553846005077,3800,2,3722876,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-6250036
2020-06-17,UMB,0,0,880221,0,879236,0.9984555914403427,1076,0,880596,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-354706
2020-06-17,VDA,0,0,125362,2,124284,0.9916461210714029,154,0,125331,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-242965
2020-06-17,VEN,5,8.16925887462332e-7,4896131,37,4879199,0.9964859932950808,11202,4,4896405,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-6007591
2020-06-18,ABR,1,0,1309015,3,1306305,0.9978443649852153,1155,0,1309127,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-265339
2020-06-18,BAS,0,0,561785,0,561612,0.9993345029947365,371,0,561986,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-80114
2020-06-18,BZ,0,3.7730296296016813e-6,530142,4,527757,0.9956213991148473,724,2,530078,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-548859
2020-06-18,CAL,0,1.543152722738664e-6,1943257,1,1943004,0.9994506376307051,957,3,1944072,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-5894849
2020-06-18,CAM,0,1.7263893809098624e-7,5790131,17,5788252,0.9992776786830273,1448,1,5792436,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-3195304
2020-06-18,EMR,4,7.193478033141252e-6,4450641,92,4424568,0.9946260223168664,8621,32,4448474,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-609558
2020-06-18,FVG,0,1.648766557738156e-6,1212801,4,1210070,0.9975614742611053,1421,2,1213028,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-12809377
2020-06-18,LAZ,4,1.5333981790385492e-6,5867403,47,5862156,0.9987799261822117,3263,9,5869317,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-4928702
2020-06-18,LIG,4,4.525632861266725e-6,1547597,1,1538378,0.9945905756928259,1505,7,1546745,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-12281278
2020-06-18,LOM,36,2.1538062992253177e-5,10040593,505,9952918,0.9924378464848634,11475,216,10028757,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-1277900
2020-06-18,MAR,0,2.62818305820637e-6,1522267,12,1516183,0.9962016184351272,1569,4,1521964,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-52589
2020-06-18,MOL,0,0,305038,2,304712,0.9986333649046797,349,0,305129,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-1802748
2020-06-18,PIE,6,7.133411125866278e-6,4347727,120,4318619,0.993757574934758,3230,31,4345747,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-732096
2020-06-18,PUG,2,7.458259848756434e-7,4021100,19,4018405,0.99901028891807,2439,3,4022386,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-290782
2020-06-18,SAR,0,0,1636299,1,1635737,0.9992498312425739,1270,0,1636965,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-863741
2020-06-18,SIC,0,0,4990005,170,4989215,0.9994411063290201,1841,0,4992005,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-347680
2020-06-18,TN,0,1.4818382203122974e-5,540047,7,535818,0.9924944894141182,1525,8,539870,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-869662
2020-06-18,TOS,1,5.372192190175603e-7,3722258,7,3713773,0.9975551153342511,3174,2,3722875,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-5580390
2020-06-18,UMB,0,0,880217,1,879236,0.9984555914403427,1075,0,880596,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-266030
2020-06-18,VDA,1,0,125361,1,124284,0.9916540333519509,139,0,125330,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-192696
2020-06-18,VEN,7,1.633854110715673e-6,4896111,74,4879191,0.9964857840396144,10603,8,4896398,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-5840713
2020-06-19,ABR,1,0,1309010,25,1306305,0.9978451272070068,1035,0,1309126,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-218514
2020-06-19,BAS,0,0,561783,2,561612,0.9993345029947365,323,0,561986,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-80114
2020-06-19,BZ,0,3.7730296296016813e-6,530140,12,527755,0.9956176260852176,626,2,530078,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-670827
2020-06-19,CAL,0,0,1943249,1,1943004,0.9994506376307051,1051,0,1944072,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-5239865
2020-06-19,CAM,0,0,5790107,117,5788252,0.9992776786830273,1987,0,5792436,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-3323117
2020-06-19,EMR,5,6.069503912469661e-6,4450623,84,4424541,0.9946210707549047,7950,27,4448469,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-609558
2020-06-19,FVG,0,1.648766557738156e-6,1212796,14,1210068,0.9975598254945476,2624,2,1213028,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-12809377
2020-06-19,LAZ,4,1.5333992240659171e-6,5867379,14,5862147,0.9987790734622604,3539,9,5869313,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-4808490
2020-06-19,LIG,4,4.5256445649271595e-6,1547591,0,1538371,0.9945886221416513,1523,7,1546741,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,-7368767
2020-06-19,LOM,18,1.565500906943535e-5,10040552,741,9952761,0.9924239727447289,10464,157,10028739,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-1248857
2020-06-19,MAR,0,0,1522261,17,1516183,0.9962016184351272,1041,0,1521964,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,-48207
2020-06-19,MOL,0,3.2773023868593284e-6,305037,8,304711,0.9986300876022928,219,1,305129,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,-1664075
2020-06-19,PIE,7,5.9828705813049105e-6,4347709,131,4318593,0.9937531927818968,4310,26,4345740,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-606594
2020-06-19,PUG,0,2.4860866162521446e-7,4021084,52,4018404,0.9990100403094084,2246,1,4022386,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-320863
2020-06-19,SAR,0,0,1636292,2,1635737,0.9992498312425739,1124,0,1636965,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-909201
2020-06-19,SIC,0,0,4989985,93,4989215,0.9994411063290201,1616,0,4992005,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-358896
2020-06-19,TN,0,1.8522977753903718e-6,540045,3,535817,0.9924926371163428,1198,1,539870,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-1062921
2020-06-19,TOS,2,2.6860975381110233e-6,3722243,23,3713763,0.9975529651427809,2703,10,3722873,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-4687527
2020-06-19,UMB,0,1.1355945291597963e-6,880213,0,879235,0.9984544558458135,1107,1,880596,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,-221692
2020-06-19,VDA,1,0,125360,1,124284,0.991661945758763,126,0,125329,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-184318
2020-06-19,VEN,4,4.084638613640977e-7,4896091,23,4879189,0.9964861896326154,10729,2,4896394,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-5840713
2020-06-20,ABR,0,7.638684129717078e-7,1309005,4,1306304,0.9978443633385938,1044,1,1309126,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,46825
2020-06-20,BAS,0,0,561781,0,561612,0.9993345029947365,270,0,561986,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-83597
2020-06-20,BZ,0,5.6595444444025215e-6,530138,2,527752,0.9956119665407732,753,3,530078,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,-264265
2020-06-20,CAL,0,1.028768481825776e-6,1943241,6,1943002,0.9994496088622232,1019,2,1944072,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-654983
2020-06-20,CAM,0,0,5790083,0,5788252,0.9992776786830273,1918,0,5792436,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-1278122
2020-06-20,EMR,6,6.294308843301608e-6,4450605,34,4424513,0.994616117971533,6315,28,4448463,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-336308
2020-06-20,FVG,1,8.243839584774288e-7,1212791,2,1210067,0.9975598234829068,1838,1,1213027,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-6641899
2020-06-20,LAZ,1,2.3852880882801937e-6,5867355,14,5862133,0.9987768583438741,3401,14,5869312,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-3486155
2020-06-20,LIG,5,6.4652274208397556e-6,1547585,3,1538361,0.9945853720350467,1481,10,1546736,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,1228128
2020-06-20,LOM,23,1.6452754270835868e-5,10040511,276,9952596,0.992409796029721,9314,165,10028716,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-784166
2020-06-20,MAR,0,0,1522255,21,1516183,0.9962016184351272,1070,0,1521964,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,4382
2020-06-20,MOL,0,0,305036,0,304711,0.9986300876022928,238,0,305129,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,554692
2020-06-20,PIE,6,6.212989566319521e-6,4347691,111,4318566,0.9937483518319344,3008,27,4345734,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-355590
2020-06-20,PUG,2,1.243043926189046e-6,4021068,38,4018399,0.9990092939908274,1834,5,4022384,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-190512
2020-06-20,SAR,0,0,1636285,3,1635737,0.9992498312425739,1371,0,1636965,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-590981
2020-06-20,SIC,0,0,4989965,10,4989215,0.9994411063290201,2069,0,4992005,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-235525
2020-06-20,TN,0,0,540043,5,535817,0.9924926371163428,1704,0,539870,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,-418726
2020-06-20,TOS,0,5.372195076222047e-7,3722228,11,3713761,0.9975524279232733,2761,2,3722873,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-1562509
2020-06-20,UMB,1,0,880209,0,879235,0.9984555896865188,1096,0,880595,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,0
2020-06-20,VDA,0,1.5957998547822133e-5,125359,0,124282,0.9916459877602151,114,2,125329,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-142427
2020-06-20,VEN,4,6.126962925747336e-7,4896071,4,4879186,0.9964863909941815,12104,3,4896390,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-3170673
2020-06-21,ABR,0,0,1309000,1,1306304,0.9978443633385938,1083,0,1309126,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,62433
2020-06-21,BAS,0,0,561779,0,561612,0.9993345029947365,330,0,561986,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-38315
2020-06-21,BZ,0,7.546059259203363e-6,530136,2,527748,0.9956044204815141,530,4,530078,Provincia Autonoma di Bolzano/Bozen,2576564,85,69.8,51.3,941.1,47.7,7,1919,12.9,44,71.8,20328
2020-06-21,CAL,0,3.086305445477328e-6,1943233,0,1942996,0.9994465225567777,643,6,1944072,Calabria,1486385,77,35.5,49.8,605.2,121.3,10.1,4150,44.5,45.2,128.6,-654983
2020-06-21,CAM,0,3.452778761819725e-7,5790059,1,5788250,0.9992773334051511,1562,2,5792436,Campania,3354019,79,43.9,66.5,863.5,191,7,15347,53.6,43.4,426.4,-1789370
2020-06-21,EMR,1,5.17032628355598e-6,4450587,57,4424490,0.994611171231765,4238,23,4448462,Emilia-Romagna,8355467,88,81,73.1,1424.7,105.4,10.8,16316,14.2,47.5,201.7,-336308
2020-06-21,FVG,0,8.243839584774288e-7,1212786,6,1210066,0.9975589990989483,2705,1,1213027,Friuli-Venezia Giulia,1237869,87,38.6,63.9,1352.8,81.9,6.5,4268,13.6,49.2,160.5,-6167478
2020-06-21,LAZ,0,1.3630217647315392e-6,5867331,4,5862125,0.9987754953221093,2155,8,5869312,Lazio,4606265,87,48.2,64.1,1194.4,126.1,12.8,19483,27.5,46.3,347.2,-4447853
2020-06-21,LIG,4,4.525670898384465e-6,1547579,0,1538354,0.9945834184590479,1268,7,1546732,Liguria,2550375,84,46.2,52.7,1240.4,94.9,10.6,5517,18.8,50.9,287.3,4298447
2020-06-21,LOM,13,1.2763365312543407e-5,10040470,183,9952468,0.9923983191046739,7825,128,10028703,Lombardia,7661191,87,70.5,27.2,1200.9,142.4,9.7,35870,15.7,46.5,436,-813209
2020-06-21,MAR,0,0,1522249,12,1516183,0.9962016184351272,1309,0,1521964,Marche,1872348,86,25.7,43.1,1162,91.1,9.3,4943,17.6,47.9,162.9,17530
2020-06-21,MOL,0,0,305035,13,304711,0.9986300876022928,215,0,305129,Molise,127283,77,30.1,49.4,1064.7,339.3,9.4,1130,27.1,48,69.1,2634786
2020-06-21,PIE,6,5.9828871019999415e-6,4347673,95,4318540,0.9937437409796471,2496,26,4345728,Piemonte,3235861,83,27.5,32.1,1046.2,105,7.8,15721,18.7,48.7,173.6,-251004
2020-06-21,PUG,0,4.972175704756184e-7,4021052,0,4018397,0.9990087967732568,1240,2,4022384,Puglia,3023423,77,43.4,77.9,1149.7,167.8,8.7,11620,35.7,45.7,209.3,-120324
2020-06-21,SAR,0,0,1636278,0,1635737,0.9992498312425739,869,0,1636965,Sardegna,1629624,84,53.8,33.6,1015.6,53.1,9.1,5215,35,48.3,69.1,-545521
2020-06-21,SIC,0,4.00640624358349e-7,4989945,1,4989213,0.9994407056883957,1104,2,4992005,Sicilia,2686092,76,43.8,47.7,864.6,82.6,8.5,13820,51.6,44.9,195.1,-257956
2020-06-21,TN,0,9.261488876951858e-6,540041,3,535812,0.9924833756274659,1446,5,539870,Provincia Autonoma di Trento,2705981,91,54.9,56.4,712.5,113.9,8.9,1918,20.6,46.1,87.8,32210
2020-06-21,TOS,0,8.05829261433307e-7,3722213,52,3713758,0.9975516220940118,2627,3,3722873,Toscana,6321753,86,28.6,25.1,1221.5,90.6,9.5,11029,19.3,48.4,163.7,-2455371
2020-06-21,UMB,0,0,880205,2,879235,0.9984555896865188,720,0,880595,Umbria,1701476,86,40.1,59.5,1277.9,169.6,9.8,2718,19.2,48.3,106.3,66507
2020-06-21,VDA,0,0,125358,1,124282,0.9916459877602151,95,0,125329,Valle d'Aosta/Vallée d'Aoste,755502,85,15.8,70.3,1126.9,124.9,6.3,462,14.6,48,38.8,-108915
2020-06-21,VEN,0,1.4296246826743784e-6,4896051,0,4879179,0.9964849613694987,6085,7,4896390,Veneto,6826396,87,72.4,46,1190.4,98.8,7.4,16812,14.7,47.2,282.8,-1835653
2020-06-22,ABR,1,7.638689964671059e-7,1308995,9,1306303,0.9978443616919698,164,1,1309125,Abruzzo,1441899,84,48.8,73.1,1029.6,111.5,7.7,4087,30.1,47.4,121.5,-265339
2020-06-22,BAS,0,0,561777,0,561612,0.9993345029947365,65,0,561986,Basilicata,749956,78,22,47.3,989.9,110.8,7.6,1720,39.2,47,56.4,-107980
